pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_dens
8.18255591,1229.995935,944.2,22.09341,2.2451053862623374
10.9175472,61.65871096,1468.0,6.235633,0.04738263476952048
15.22179579,1687.668841,2255.0,1.7452851,0.4785083914539143
12.44196858,734.1836202,1472.0,4.28088,0.38118639368034685
14.35870428,308.2935548,1673.0,3.5658116,0.10414026818749107
2.85372018,20.8,1198.94,6.866196,0.8950126546902486
11.09691,486.2799,1370.0,10.33111,0.3558607808971259
8.7,86.7,694.0,1.5227591,0.1316622703313425
12.87,227.0,894.0,10.60057,0.10648543674699079
12.34108775,572.0911326,919.0,7.479182,0.3043721382462092
8.54124329,88.99195396,717.6,21.491984,0.14281948570938863
1.166,1.42,1617.0,0.548177,0.895762120139646
6.25,32.7,1040.0,6.3085044,0.1339392
10.76062147,642.0133821,1056.0,10.24368,0.5152666302582657
3.48935569,16.14568308,550.0,23.443162,0.3800324645117242
6.6,32.0,1180.0,6.753581,0.11130589642986338
11.98240037,921.7023803,976.0,30.158577,0.5357463601057302
1.54,3.57,1009.0,7.18886,0.977475888928073
11.88151954,1036.120607,906.0,20.33003,0.6177238244440776
13.34989601,330.5415433,1585.0,3.8922295,0.13892883766662778
11.54525012,147.1545524,687.0,1.2652328,0.09562328604148113
11.6,343.0,737.0,1.630757,0.21974558202468328
10.72699453,81.99972901,1286.0,4.5661061,0.06643213952864675
9.86,657.0,783.0,4.291452,0.6853850462310889
12.778238,743.7184724,1772.0,4.0966692,0.35644756332335104
11.60129502,3651.848396,1244.0,4.1509768,2.3388013011431523
11.9,170.4,675.0,2.930289,0.10111805473548786
9.30345398,127.1313628,565.0,6.387597,0.15787743480306615
9.86390302,190.6970442,1043.0,2.262196,0.19869986883131696
13.09208946,1182.321674,1648.0,5.858858,0.5268764149790889
5.82,61.5,867.0,2.3266508,0.31196520793561566
16.6117094,184.0226477,1350.0,5.4233207,0.04014470766495516
15.07607904,270.154146,1566.0,4.9394392,0.07883996447596722
10.60369574,130.9453037,689.0,3.792622,0.10982928445753962
12.41955062,2094.489202,1195.0,7.581367,1.0933531989216132
14.70618268,155.1002626,1488.0,3.62156552,0.04876549800671518
10.3,58.7,947.0,10.590547,0.05371881540403045
3.52,11.8,1242.0,4.77271,0.27055403596919614
2.018,2.89,999.0,1.548352,0.35166921909727245
11.30986153,419.5334972,441.0,75.12375,0.2899978506157524
9.75,112.0,528.0,8.79758977,0.12083818000977764
12.17295304,1147.360549,1061.0,14.574071,0.636080487177965
12.22899794,1910.148726,1180.0,6.9839095,1.0444666264027163
17.14974047,285.7277379,1789.0,2.6085846,0.05664736934147187
1.397,2.02,2319.0,0.4465697,0.7409043610600103
2.865,5.93,802.0,10.778838,0.25216268169101247
2.615,13.33,600.0,25.71268,0.7454440794715247
2.517,12.4,416.0,77.144,0.7776282662639092
10.78,624.0,939.0,2.002849,0.49811349412509304
10.42,588.0,837.0,2.2035373,0.519725671678432
11.43318,464.98529,1714.0,1.651144,0.3111272792999385
4.91,20.0,513.0,47.73022,0.16896062964733075
10.3,124.0,742.0,2.94815527,0.11347756575979176
1.09,4.3,708.0,1.4344555,3.320388964262576
8.54,73.0,1040.0,12.779107,0.11720583900094748
5.62,23.66,1136.78,6.1406325,0.13329252456311938
2.46,9.5,1108.0,2.6278838,0.6381434030481491
3.08,10.3,950.0,15.61031,0.3525210663851244
11.46678726,6995.403238,1515.0,7.148972,4.639674228941734
1.03,4.0,707.0,0.8574347,3.6605666374126384
13.67495645,371.8592362,1890.0,4.023687,0.145412157148535
14.39233122,519.6494454,944.2,5.7987,0.17430788473633055
11.92,254.0,714.0,2.576184,0.14997019301083542
6.41,78.5,1439.0,5.8267311,0.29805442109988983
2.64,12.5,1360.0,7.501428,0.6793572780143028
2.82,9.3,1143.0,12.563636,0.41470151657682364
14.3474953,333.7198274,1750.0,2.392679,0.11299357170914079
18.97680433,138.2553571,1666.0,4.6615983,0.020230784756609308
9.2362001,96.30200732,1388.0,6.402513,0.12222367559014205
1.079,1.44,944.2,0.23818244,1.1462996453590097
11.88154,2011.8639,1586.0,3.4095675,1.199445155327934
11.59,2493.0,541.0,9.485236,1.6012972972036927
1.059,1.17,1216.0,0.279221,0.9851400639178577
10.89,3179.0,495.0,6.8500246,2.461539950124771
