pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
LTT 1445 A c,LTT 1445 A,1,3,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,3.1239035,0.0000034,-0.0000036,0,0.02661,0.00047,-0.00049,0,1.147,0.055,-0.054,0,0.10232866,0.00490678,-0.00481757,0,1.54,0.2,-0.19,0,0.00484538,0.00062927,-0.00059781,0,Mass,0.223,,,1,10.9,2.4,-2,0,508,25,-25,0,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,,3340,150,-150,0,0.265,0.011,-0.01,0,0.257,0.014,-0.014,0,-0.34,0.09,-0.09,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,0.003805,-0.003805,10.59,0.046,-0.046,6.496,0.021,-0.021,10.0469,0.001234,-0.001234,1/24/2022,2021-07,1/24/2022
LTT 3780 b,LTT 3780,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,0.76837931,0.00000039,-0.00000042,0,0.01195,0.00028,-0.00029,0,1.325,0.057,-0.058,0,0.11820879,0.00508521,-0.00517442,0,2.46,0.19,-0.19,0,0.00774003,0.00059781,-0.00059781,0,Mass,0,,,0,111,13,-12,0,903,26,-26,0,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,,3358,92,-92,0,0.38,0.012,-0.012,0,0.381,0.024,-0.034,0,0.06,0.11,-0.11,0,[Fe/H],4.85,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,0.0403,-0.0402,13.14,0.035,-0.035,8.204001,0.021,-0.021,11.8465,0.000477,-0.000477,3/26/2024,2024-02,3/26/2024
LTT 3780 c,LTT 3780,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,12.252284,0.000013,-0.000013,0,0.0757,0.0018,-0.0018,0,2.39,0.1,-0.11,0,0.21322189,0.00892142,-0.00981356,0,8.04,0.5,-0.48,0,0.02529667,0.00157318,-0.00151025,0,Mass,0.024,0.032,-0.017,0,2.76,0.33,-0.31,0,359,10,-10,0,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,,3358,92,-92,0,0.38,0.012,-0.012,0,0.381,0.024,-0.034,0,0.06,0.11,-0.11,0,[Fe/H],4.85,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,0.0403,-0.0402,13.14,0.035,-0.035,8.204001,0.021,-0.021,11.8465,0.000477,-0.000477,3/26/2024,2024-02,3/26/2024
LTT 9779 b,LTT 9779,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,0.792052,0.0000093,-0.0000093,0,0.01679,0.00014,-0.00012,0,4.72,0.23,-0.23,0,0.4210902,0.02051923,-0.02051923,0,29.32,0.78,-0.81,0,0.09225057,0.00245414,-0.00254853,0,Mass,0,,,0,,,,,1978,19,-19,0,0,<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,G7 V,5443,14,-13,0,0.949,0.006,-0.006,0,1.02,0.02,-0.03,0,0.27,0.03,-0.03,0,[Fe/H],4.35,0.16,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m40.53s,358.6688767,-37d37m41.61s,-37.6282237,80.4373,0.3174,-0.315,9.79,0.03,-0.03,8.016,0.029,-0.029,9.60006,0.00029,-0.00029,9/17/2020,2020-09,9/24/2020
NGTS-11 b,NGTS-11,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GILL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..11G/abstract target=ref>Gill et al. 2020</a>,35.45533,0.00019,-0.00019,0,0.201,0.0021,-0.0022,0,9.157753,0.313852,-0.358688,0,0.817,0.028,-0.032,0,109.33352,29.24036,-23.20159,0,0.344,0.092,-0.073,0,Mass,0.13,0.1,-0.09,0,,,,,435,34,-32,0,0,<a refstr=GILL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..11G/abstract target=ref>Gill et al. 2020</a>,K,5050,80,-80,0,0.832,0.013,-0.013,0,0.862,0.028,-0.028,0,0.22,0.08,-0.08,0,[Fe/H],4.5,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m05.15s,23.5214497,-14d25m08.94s,-14.4191493,190.422,1.777,-1.744,12.456,0.08,-0.08,10.315,0.025,-0.025,12.1895,0.000208,-0.000208,7/2/2020,2020-07,7/9/2020
NGTS-20 b,NGTS-20,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,54.18915,0.00015,-0.00015,0,0.313,0.013,-0.013,0,11.99360935,0.44835923,-0.44835923,0,1.07,0.04,-0.04,0,947.1286529,50.85254512,-47.67426105,0,2.98,0.16,-0.15,0,Mass,0.432,0.023,-0.023,0,,,,,688,14,-13,0,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,G1 IV,5980,80,-80,0,1.78,0.05,-0.05,0,1.47,0.09,-0.09,0,0.15,0.08,-0.08,0,[Fe/H],3.8,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h05m10.23s,46.2926368,-21d56m01.13s,-21.9336472,382.898,7.433,-7.159,11.233,0.011,-0.011,9.83,0.019,-0.019,11.0313,0.000404,-0.000404,7/12/2022,2022-07,7/12/2022
NGTS-27 b,NGTS-27,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,3.3704181,0.0000059,-0.0000057,0,0.0446,0.0026,-0.0036,0,15.64773706,0.42594127,-0.39231432,0,1.396,0.038,-0.035,0,188.4722454,30.19369866,-22.8836453,0,0.593,0.095,-0.072,0,Mass,0,,,0,1680,390,-330,0,1783,104,-88,0,0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,,5700,80,-80,0,1.77,0.03,-0.03,0,1.07,0.06,-0.06,0,0,0.08,-0.08,0,[Fe/H],4.05,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m06.37s,206.0265266,-32d31m22.71s,-32.5229747,942.122,29.592,-27.874,13.523,0.149,-0.149,11.859,0.028,-0.028,13.3475,0.000384,-0.000384,6/10/2024,2024-04,6/10/2024
NGTS-30 b,NGTS-30,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BATTLEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240402974B/abstract target=ref>Battley et al. 2024</a>,98.29838,0.0001,-0.00009,0,0.408,0.019,-0.019,0,10.40193409,0.35868738,-0.35868738,0,0.928,0.032,-0.032,0,305.1152707,17.79839079,-17.79839079,0,0.96,0.056,-0.056,0,Mass,0.294,0.014,-0.01,0,,,,,500,55,-84,0,0,<a refstr=BATTLEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240402974B/abstract target=ref>Battley et al. 2024</a>,,5455,80,-80,0,0.913,0.029,-0.029,0,0.94,0.06,-0.06,0,-0.03,0.08,-0.08,0,[Fe/H],4.3,0.5,-0.5,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h34m51.57s,173.714867,-24d36m19.73s,-24.6054801,238.377,2.438,-2.389,12.537,0.214,-0.214,10.501,0.022,-0.022,12.1755,0.000179,-0.000179,4/15/2024,2024-04,4/15/2024
NGTS-31 b,NGTS-31,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VINES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.2011V/abstract target=ref>Vines et al. 2025</a>,4.162734,0.000004,-0.000004,0,0.064,0.008,-0.008,0,18.04645893,1.79343691,-1.79343691,0,1.61,0.16,-0.16,0,355.9678158,38.13940884,-38.13940884,0,1.12,0.12,-0.12,0,Mass,0,,,0,643,29,-26,0,1410,20,-20,0,0,<a refstr=VINES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.2011V/abstract target=ref>Vines et al. 2025</a>,,5710,70,-70,0,1.7,0.2,-0.21,0,0.96,0.11,-0.05,0,0,0.04,-0.04,0,[Fe/H],4.43,0.14,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h21m41.10s,80.4212533,-38d39m24.58s,-38.656827,497.376,,,13.519,0.103,-0.103,11.775,0.024,-0.024,13.303,0.000442,-0.000442,10/9/2025,2025-01,10/9/2025
NGTS-33 b,NGTS-33,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALVES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2511A/abstract target=ref>Alves et al. 2024</a>,2.827972,0.000001,-0.000001,0,0.048,0.002,-0.002,0,18.38272835,0.78462865,-0.78462865,0,1.64,0.07,-0.07,0,1153.717117,85.81366989,-85.81366989,0,3.63,0.27,-0.27,0,Mass,0,,,0,2620,1120,-1120,0,1991,21,-21,0,0,<a refstr=ALVES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2511A/abstract target=ref>Alves et al. 2024</a>,,7437,72,-72,0,1.47,0.06,-0.06,0,1.6,0.11,-0.11,0,-0.11,0.17,-0.17,0,[Fe/H],4.26,0.28,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h11m20.00s,107.8333348,-35d51m01.87s,-35.8505185,437.855,4.371,-4.286,11.604,0.016,-0.016,10.408,0.021,-0.021,11.3976,0.000502,-0.000502,12/10/2024,2024-11,12/10/2024
Ross 176 b,Ross 176,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GERALD_AMP_IACUTE_A_GONZ_AMP_AACUTE_LEZ_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715763G target=ref>Gerald&iacute;a-Gonz&aacute;lez et al. 2025</a>,5.0066338,0.000008,-0.000007,0,0.0464,0.0012,-0.001,0,1.84,0.08,-0.08,0,0.16415409,0.00713713,-0.00713713,0,4.57,0.89,-0.93,0,0.01437883,0.00280025,-0.00292611,0,Mass,0.25,0.04,-0.04,0,36.2,1.7,-1.7,0,682,7,-8,0,0,<a refstr=GERALD_AMP_IACUTE_A_GONZ_AMP_AACUTE_LEZ_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715763G target=ref>Gerald&iacute;a-Gonz&aacute;lez et al. 2025</a>,K7 V,4041,69,-69,0,0.569,0.02,-0.02,0,0.577,0.024,-0.024,0,-0.19,0.02,-0.02,0,[Fe/H],5.07,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h22m45.54s,305.6897438,+47d18m31.03s,47.3086191,46.4488,0.051,-0.051,11.524,0.127,-0.127,8.419,0.016,-0.016,11.2715,0.000556,-0.000556,8/14/2025,2025-07,8/14/2025
TIC 139270665 b,TIC 139270665,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,23.624,0.03,-0.031,0,0.163,0.0027,-0.0033,0,7.22979255,0.26901554,-0.24659758,0,0.645,0.024,-0.022,0,147.1545524,14.62010672,-14.62010672,0,0.463,0.046,-0.046,0,Mass,0.105,0.053,-0.05,0,40.3,3.4,-2.7,0,703,14,-11,0,0,<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,G2,5844,84,-82,0,1.016,0.035,-0.031,0,1.035,0.052,-0.062,0,0.156,0.057,-0.056,0,[Fe/H],4.439,0.032,-0.041,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h16m08.14s,124.0338967,+33d17m29.23s,33.2914532,189.875,1.615,-1.589,10.385,0.005,-0.005,8.946,0.019,-0.019,10.1805,0.000347,-0.000347,5/8/2024,2024-04,5/8/2024
TIC 172900988 b,TIC 172900988 Aa,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,200.452,0.011,-0.011,0,0.90281,0.00016,-0.00016,0,11.25,0.44,-0.44,0,1.0036595,0.03925424,-0.03925424,0,942,5.6,-5.6,0,2.96386345,0.01761957,-0.01761957,0,Mass,0.0271,0.0011,-0.0011,0,,,,,,,,,0,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,F9,6050,100,-100,0,1.3842,0.0016,-0.0016,0,1.2384,0.0007,-0.0007,0,0.34,0.1,-0.1,0,[Fe/H],4.2485,0.001,-0.001,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m38.80s,128.6616644,+31d33m14.33s,31.5539793,250.956,3.254,-3.172,10.141,0.006,-0.006,8.762,0.019,-0.019,10.0477,0.000552,-0.000552,9/8/2021,2021-12,9/8/2021
TIC 237913194 b,TIC 237913194,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,15.168865,0.000018,-0.000018,0,0.1207,0.0037,-0.0037,0,12.520453,0.605286,-0.526823,0,1.117,0.054,-0.047,0,617.22586,29.24036,-28.92253,0,1.942,0.092,-0.091,0,Mass,0.575,0.011,-0.011,0,,,,,974,,,0,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,G3,5788,80,-80,0,1.088,0.012,-0.012,0,1.026,0.057,-0.055,0,0.14,0.05,-0.05,0,[Fe/H],4.376,0.021,-0.021,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,306.063,2.051,-2.025,12.144,0.069,-0.069,10.485,0.021,-0.021,11.9371,0.000176,-0.000176,12/10/2020,2020-12,12/17/2020
TIC 241249530 b,TIC 241249530,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GUPTA_ET_AL__2024 href=https://www.nature.com/articles/s41586-024-07688-3 target=ref>Gupta et al. 2024</a>,165.7719,0.00027,-0.00028,0,0.641,0.01,-0.012,0,13.29385111,0.41473229,-0.44835923,0,1.186,0.037,-0.04,0,1582.785467,50.85254512,-57.20911326,0,4.98,0.16,-0.18,0,Mass,0.9412,0.0009,-0.0009,0,,,,,,,,,0,<a refstr=GUPTA_ET_AL__2024 href=https://www.nature.com/articles/s41586-024-07688-3 target=ref>Gupta et al. 2024</a>,,6166,43,-43,0,1.397,0.025,-0.028,0,1.271,0.061,-0.068,0,0.09,0.03,-0.03,0,[Fe/H],4.23,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h21m14.14s,95.3088995,+53d17m42.07s,53.2950203,324.448,3.696,-3.615,11.908,0.029,-0.029,10.192,0.021,-0.021,11.565,0.000343,-0.000343,7/22/2024,2024-07,7/22/2024
TIC 257060897 b,TIC 257060897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp.1399S/abstract target=ref>Schulte et al. 2025</a>,3.66003639,0.00000099,-0.00000098,0,0.04922,0.0014,-0.00081,0,17.26183028,0.48198617,-0.50440413,0,1.54,0.043,-0.045,0,201.50321,13.03096469,-10.48833743,0,0.634,0.041,-0.033,0,Mass,0.039,0.038,-0.023,0,,,,,1775,22,-25,0,0,<a refstr=SCHULTE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp.1399S/abstract target=ref>Schulte et al. 2025</a>,F,5993,89,-83,0,1.863,0.05,-0.054,0,1.187,0.11,-0.058,0,0.054,0.078,-0.07,0,[Fe/H],3.972,0.044,-0.029,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m07.72s,227.5321527,+72d42m37.13s,72.7103128,505.703,5.126,-5.025,11.814,0.02,-0.02,10.387,0.017,-0.017,11.6659,0.000163,-0.000163,9/25/2025,2025-09,9/25/2025
TIC 279401253 b,TIC 279401253,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,76.8,0.06,-0.06,0,0.369,0.003,-0.003,0,11.2089807,0.44835923,-0.44835923,0,1,0.04,-0.04,0,1951.466419,123.9530787,-133.4879309,0,6.14,0.39,-0.42,0,Mass,0.448,0.029,-0.028,0,,,,,,,,,0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,,5951,80,-80,0,1.06,0.01,-0.01,0,1.13,0.02,-0.03,0,0.2,0.05,-0.05,0,[Fe/H],4.438,0.015,-0.015,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h50m37.73s,57.6572277,-15d01m34.41s,-15.0262251,285.584,2.79,-2.738,11.938,0.037,-0.037,10.345,0.019,-0.019,11.6965,0.00042,-0.00042,3/15/2023,2023-02,3/15/2023
TIC 365102760 b,TIC 365102760,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168....1G/abstract target=ref>Grunblatt et al. 2024</a>,4.21285367,0.00000074,-0.00000074,0,0.0622,0.0049,-0.0049,0,6.21,0.76,-0.76,0,0.55402005,0.06780278,-0.06780278,0,19.2,4.2,-4.2,0,0.06040996,0.01321468,-0.01321468,0,Mass,0.406,,,1,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168....1G/abstract target=ref>Grunblatt et al. 2024</a>,,4900,90,-90,0,3.13,0.12,-0.12,0,1.17,0.12,-0.12,0,0.09,0.14,-0.14,0,[Fe/H],3.52,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h23m21.56s,305.8398236,+54d23m39.55s,54.3943194,555.546,7.699,-7.494,12.154,0.034,-0.034,9.788,0.02,-0.02,11.9772,0.000154,-0.000154,1/22/2025,2024-07,1/22/2025
TIC 393818343 b,TIC 393818343,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SGRO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240515021S/abstract target=ref>Sgro et al. 2024</a>,16.24921,0.0001,-0.00011,0,0.1291,0.0021,-0.0022,0,12.18416202,0.25780656,-0.23538859,0,1.087,0.023,-0.021,0,1379.375286,47.67426105,-47.67426105,0,4.34,0.15,-0.15,0,Mass,0.6058,0.0023,-0.0023,0,2.28,2.42,-2.28,0,805.5,9.6,-9.4,0,0,<a refstr=SGRO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240515021S/abstract target=ref>Sgro et al. 2024</a>,,5756,67,-66,0,1.086,0.02,-0.02,0,1.082,0.055,-0.056,0,0.318,0.058,-0.058,0,[Fe/H],4.402,0.013,-0.018,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h41m10.01s,310.2917002,+03d38m17.87s,3.6382967,93.7345,0.3527,-0.35,9.48,0.004,-0.004,8.052,0.033,-0.033,9.429071,0.000196,-0.000196,6/9/2024,2024-05,6/9/2024
TIC 434398831 b,TIC 434398831,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,3.685504,0.000012,-0.000011,0,0.04641,0.00017,-0.00017,0,3.51,0.22,-0.21,0,0.31314176,0.01962712,-0.01873498,0,,,,,,,,,,0.04,0.088,-0.034,0,,,,,1250,11,-11,0,0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,G4 V,5638,50,-50,0,0.909,0.048,-0.048,0,0.992,0.014,-0.018,0,-0.081,0.08,-0.08,0,[m/H],4.42,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h15m50.22s,93.9592639,+16d01m25.85s,16.0238459,217.011,2.19,-2.146,11.682,0.027,-0.027,10.138,0.017,-0.017,11.7893,0.003847,-0.003847,6/2/2025,2025-06,6/2/2025
TIC 434398831 c,TIC 434398831,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,6.210291,0.000013,-0.00002,0,0.06572,0.00024,-0.00024,0,5.63,0.29,-0.28,0,0.50227582,0.02587211,-0.02497997,0,,,,,,,,,,0.013,0.025,-0.01,0,,,,,1050,10,-10,0,0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,G4 V,5638,50,-50,0,0.909,0.048,-0.048,0,0.992,0.014,-0.018,0,-0.081,0.08,-0.08,0,[m/H],4.42,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h15m50.22s,93.9592639,+16d01m25.85s,16.0238459,217.011,2.19,-2.146,11.682,0.027,-0.027,10.138,0.017,-0.017,11.7893,0.003847,-0.003847,6/2/2025,2025-06,6/2/2025
