pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-2420 b,TOI-2420,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,5.842641,0.000015,-0.000013,0,0.0684,0.0067,-0.0059,0,15.02003414,0.82946457,-0.80704661,0,1.34,0.074,-0.072,0,294.6269333,27.01541459,-25.10844415,0,0.927,0.085,-0.079,0,Mass,0.055,0.036,-0.031,0,1017,167,-156,0,1571.6,60.8,-64,0,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,,,,,,2.369,0.124,-0.124,0,1.158,0.098,-0.098,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h59m18.44s,14.8268138,-19d46m16.19s,-19.7711643,435.174,7.324,-7.09,11.574,0.092,-0.092,9.8,0.025,-0.025,11.2863,0.000651,-0.000651,10/14/2024,2024-10,10/14/2024
TOI-2421 b,TOI-2421,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,4.3474032,0.0000079,-0.0000078,0,0.0543,0.0021,-0.001,0,10.36830715,0.39231432,-0.38110534,0,0.925,0.035,-0.034,0,105.8368595,25.10844415,-25.10844415,0,0.333,0.079,-0.079,0,Mass,0,0.048,-0.052,0,923.6,47.8,-64.7,0,1534,20,-28,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5607,68,-68,0,1.75,0.051,-0.049,0,1.131,0.13,-0.064,0,0.19,0.083,-0.085,0,[Fe/H],4.005,0.059,-0.037,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,327.927,3.248,-3.185,11.419,0.01,-0.01,9.667,0.021,-0.021,11.1554,0.000529,-0.000529,8/29/2022,2022-08,8/29/2022
TOI-2427 b,TOI-2427,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.3060011,0.0000102,-0.0000102,0,0.0202,0.0002,-0.0002,0,1.8,0.12,-0.12,0,0.16058552,0.0107057,-0.0107057,0,,,,,,,,,,,,,,,,,,1117,46,-46,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4072,121,-121,0,0.65,0.02,-0.02,0,0.64,0.02,-0.02,0,,,,,,4.62,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m10.02s,52.2917315,-31d21m46.32s,-31.3628665,28.5147,0.0278,-0.0278,10.295,0.011,-0.011,7.048,0.024,-0.024,9.81845,0.00054,-0.00054,2/15/2022,2022-02,2/15/2022
TOI-244 b,TOI-244,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,7.397225,0.000026,-0.000023,0,0.0559,0.0013,-0.0013,0,1.52,0.12,-0.12,0,0.13560555,0.0107057,-0.0107057,0,2.68,0.3,-0.3,0,0.00843222,0.00094391,-0.00094391,0,Mass,,,,,7.3,0.4,-0.4,0,458,20,-20,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,M2.5 V,3433,100,-100,0,0.426,0.025,-0.025,0,0.428,0.029,-0.029,0,-0.39,0.07,-0.07,0,[Fe/H],4.66,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h42m16.74s,10.5697537,-36d43m04.71s,-36.7179743,22.0337,0.0334,-0.0333,12.861,0.069,-0.069,7.97,0.029,-0.029,11.553,0.001017,-0.001017,10/9/2023,2023-05,10/9/2023
TOI-2443 b,TOI-2443,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NAPONIELLO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A...7N/abstract target=ref>Naponiello et al. 2025</a>,15.66858,0.0001,-0.0001,0,0.105,0.0025,-0.0025,0,2.363,0.066,-0.066,0,0.2108131,0.00588814,-0.00588814,0,4.8,1.1,-1.1,0,0.01510249,0.00346099,-0.00346099,0,Mass,0.301,0.046,-0.034,0,,,,,519,6,-6,0,0,<a refstr=NAPONIELLO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A...7N/abstract target=ref>Naponiello et al. 2025</a>,K5 V,4375,65,-65,0,0.631,0.014,-0.014,0,0.642,0.026,-0.026,0,-0.29,0.12,-0.12,0,[Fe/H],4.42,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h40m43.17s,40.1798608,+01d11m58.83s,1.1996757,23.9258,0.0232,-0.0233,9.51,0.03,-0.03,6.5,0.018,-0.018,9.0333,0.000424,-0.000424,3/10/2025,2025-01,3/10/2025
TOI-2445 b,TOI-2445,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.3711281,0.0000005,-0.0000005,0,0.0064,0.0001,-0.0001,0,1.25,0.08,-0.08,0,0.11151772,0.00713713,-0.00713713,0,,,,,,,,,,,,,,,,,,1060,54,-54,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3333,157,-157,0,0.27,0.01,-0.01,0,0.25,0.01,-0.01,0,,,,,,4.97,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m15.88s,43.3161555,+00d03m08.41s,0.0523366,48.582,0.2487,-0.2462,15.692,0.032,-0.032,10.779,0.019,-0.019,14.3977,0.000644,-0.000644,2/15/2022,2022-02,2/15/2022
TOI-2447 b,TOI-2447,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GILL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240507367G/abstract target=ref>Gill et al. 2024</a>,69.33684,0.00009,-0.00011,0,0.347,0.029,-0.026,0,9.60609646,0.13450777,-0.12329879,0,0.857,0.012,-0.011,0,124.906564,9.85268062,-8.58136699,0,0.393,0.031,-0.027,0,Mass,0.17,0.02,-0.1,0,,,,,414,28,-7,0,1,<a refstr=GILL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240507367G/abstract target=ref>Gill et al. 2024</a>,,5730,80,-80,0,1.006,0.009,-0.009,0,1.034,0.032,-0.032,0,0.18,0.08,-0.08,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h43m59.42s,70.9975864,-31d54m23.89s,-31.9066369,148.987,0.615,-0.61,10.507,0.006,-0.006,9.12,0.026,-0.026,10.4403,0.000396,-0.000396,6/10/2024,2024-05,6/10/2024
TOI-2449 b,TOI-2449,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250915424U/abstract target=ref>Ulmer-Moll et al. 2025</a>,106.14468,0.00022,-0.00021,0,0.45,0.01,-0.01,0,11.24,0.1,-0.1,0,1.002,0.009,-0.009,0,222,13,-13,0,0.7,0.04,-0.04,0,Mass,0.098,0.028,-0.03,0,,,,,400,40,-70,0,0,<a refstr=ULMER_MOLL_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250915424U/abstract target=ref>Ulmer-Moll et al. 2025</a>,G,6021,62,-62,0,1.065,0.007,-0.007,0,1.079,0.045,-0.048,0,-0.03,0.04,-0.04,0,[Fe/H],4.4,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h31m56.25s,67.984371,-34d27m19.92s,-34.4555327,156.786,0.587,-0.582,10.416,0.005,-0.005,9.073,0.025,-0.025,10.2924,0.00031,-0.00031,10/9/2025,2025-09,10/9/2025
TOI-2458 b,TOI-2458,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=_AMP_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240917532S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,3.73659,0.00044,-0.00047,0,0.0482,0.0025,-0.0027,0,2.83,0.2,-0.18,0,0.25247612,0.01784284,-0.01605855,0,13.31,0.99,-0.96,0,0.04187794,0.00311489,-0.0030205,0,Mass,0.087,0.062,-0.056,0,865,98.8,-77.9,0,1509.4,41.4,-35.2,0,0,<a refstr=_AMP_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240917532S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,F9-F9.5,6005,50,-50,0,1.31,0.03,-0.03,0,1.05,0.03,-0.03,0,-0.1,0.05,-0.05,0,[Fe/H],4.2,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h18m29.17s,79.621529,+01d15m12.38s,1.253439,112.958,0.54,-0.535,9.202,0.003,-0.003,7.891,0.023,-0.023,9.09716,0.00031,-0.00031,12/10/2024,2024-09,12/10/2024
TOI-2459 b,TOI-2459,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,19.104718,0.000023,-0.000024,0,,,,,2.9531,0.0916,-0.0658,0,0.26345839,0.00817202,-0.00587029,0,,,,,,,,,,,,,,,,,,445.01,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4195,124,-124,0,0.6751,0.063,-0.063,0,0.66,0.0763,-0.0763,0,,,,,,4.599,0.107,-0.107,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h28m34.40s,82.1433321,-39d22m22.96s,-39.3730456,36.6113,0.0346,-0.0345,10.772,0.015,-0.015,7.574,0.026,-0.026,10.1652,0.000655,-0.000655,5/26/2023,2023-01,5/26/2023
TOI-2485 b,TOI-2485,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,11.23479,0.000054,-0.000052,0,0.1093,0.0055,-0.0057,0,12.1393261,0.50440413,-0.50440413,0,1.083,0.045,-0.045,0,766.6021177,27.96889982,-27.65107141,0,2.412,0.088,-0.087,0,Mass,0.0341,0.0109,-0.0087,0,275.6,27.2,-23.5,0,1134,27,-25,0,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,,,,,,1.72,0.069,-0.069,0,1.163,0.053,-0.053,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h40m49.04s,205.2043217,+22d59m02.29s,22.9839692,397.953,8.221,-7.9,11.935,0.026,-0.026,10.051,0.021,-0.021,11.373,0.000703,-0.000703,10/14/2024,2024-10,10/14/2024
TOI-2497 b,TOI-2497,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,10.655669,0.000038,-0.000038,0,0.1166,0.0018,-0.0018,0,11.14172682,0.61649394,-0.54924005,0,0.994,0.055,-0.049,0,1531.932922,130.3096469,-130.3096469,0,4.82,0.41,-0.41,0,Mass,0.195,0.043,-0.04,0,,,,,1595,45,-42,0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,7360,320,-300,0,2.36,0.12,-0.11,0,1.859,0.087,-0.083,0,0.094,0.076,-0.072,0,[Fe/H],3.962,0.05,-0.049,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h00m15.02s,90.0625878,+11d53m02.61s,11.8840577,285.289,3.564,-3.479,9.547,0.004,-0.004,8.486,0.016,-0.016,9.47244,0.000262,-0.000262,3/15/2023,2023-02,3/15/2023
TOI-2498 b,TOI-2498,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRAME_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1428F/abstract target=ref>Frame et al. 2023</a>,3.738252,0.000004,-0.000004,0,0.0491,0.003,-0.003,0,6.06,0.29,-0.27,0,0.54063792,0.02587211,-0.02408783,0,34.62,4.1,-4.09,0,0.1089267,0.01290004,-0.01286858,0,Mass,0.089,0.075,-0.075,0,,,,,1443,15,-28,0,0,<a refstr=FRAME_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1428F/abstract target=ref>Frame et al. 2023</a>,,5905,12,-12,0,1.26,0.04,-0.04,0,1.12,0.02,-0.02,0,0.167,0.01,-0.041,0,[Fe/H],4.297,0.021,-0.021,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h21m39.89s,95.4162204,+11d15m05.93s,11.2516477,275.265,4.204,-4.082,11.196,0.027,-0.027,9.933,0.023,-0.023,11.2677,0.00081,-0.00081,5/26/2023,2023-05,5/26/2023
TOI-251 b,TOI-251,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,4.93777,0.000028,-0.000029,0,0.05741,0.00023,-0.00017,0,2.74,0.18,-0.18,0,0.24444643,0.01605852,-0.01605852,0,317.83,,,1,1,,,1,Mass,0,,,0,,,,,,,,,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,,5875,100,-190,0,0.881,0.038,-0.047,0,1.036,0.013,-0.009,0,-0.106,0.079,-0.07,0,[Fe/H],4.56,0.046,-0.046,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m14.90s,353.0620655,-37d15m21.11s,-37.2558629,99.523,0.4374,-0.4336,9.887,0.005,-0.005,8.426,0.027,-0.027,9.75411,0.001277,-0.001277,12/10/2020,2021-01,12/17/2020
TOI-2524 b,TOI-2524,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,7.18585,0.00001,-0.00001,0,0.073,0.0007,-0.0007,0,11.2089807,0.22417961,-0.33626942,0,1,0.02,-0.03,0,203.4101805,12.71313628,-12.71313628,0,0.64,0.04,-0.04,0,Mass,0,,,0,,,,,1100,20,-20,0,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,,5831,80,-80,0,1.119,0.024,-0.023,0,1.007,0.032,-0.029,0,0.06,0.05,-0.05,0,[Fe/H],4.344,0.026,-0.025,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h43m32.84s,160.8868435,-01d54m45.71s,-1.9126984,438.842,8.172,-7.885,12.8,0.103,-0.103,11.198,0.025,-0.025,12.6225,0.000193,-0.000193,12/14/2023,2023-12,12/14/2023
TOI-2525 b,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,23.2856,0.0017,-0.0017,0,0.1511,0.002,-0.002,0,8.67575106,0.11208981,-0.11208981,0,0.774,0.01,-0.01,0,26.69758619,1.58914204,-1.58914204,0,0.084,0.005,-0.005,0,Mass,0.17,0.011,-0.01,0,,,,,,,,,1,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,K8 V,5096,102,-102,0,0.785,0.031,-0.031,0,0.849,0.042,-0.042,0,0.14,0.05,-0.05,0,[Fe/H],4.58,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.398,2.253,-2.229,14.216,0.092,-0.092,11.905,0.024,-0.024,14.012,0.000242,-0.000242,2/25/2023,2023-02,2/25/2023
TOI-2525 c,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,49.2519,0.0004,-0.0004,0,0.249,0.004,-0.004,0,10.13291855,0.11208981,-0.11208981,0,0.904,0.01,-0.01,0,208.8132634,9.85268062,-10.17050902,0,0.657,0.031,-0.032,0,Mass,0.157,0.008,-0.007,0,,,,,,,,,1,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,K8 V,5096,102,-102,0,0.785,0.031,-0.031,0,0.849,0.042,-0.042,0,0.14,0.05,-0.05,0,[Fe/H],4.58,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.398,2.253,-2.229,14.216,0.092,-0.092,11.905,0.024,-0.024,14.012,0.000242,-0.000242,2/25/2023,2023-02,2/25/2023
TOI-2529 b,TOI-2529,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JONES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.192J/abstract target=ref>Jones et al. 2024</a>,64.5949,0.0003,-0.0003,0,0.327,0.02,-0.02,0,11.54525012,0.56044903,-0.56044903,0,1.03,0.05,-0.05,0,743.7184724,62.61219618,-61.97653937,0,2.34,0.197,-0.195,0,Mass,0.021,0.024,-0.015,0,,,,,636,15.6,-15.7,0,0,<a refstr=JONES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.192J/abstract target=ref>Jones et al. 2024</a>,,5802,60,-52,0,1.7,0.02,-0.03,0,1.11,0.01,-0.02,0,0.1,0.03,-0.03,0,[Fe/H],4.03,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h55m58.69s,118.9945352,-52d21m17.40s,-52.3548332,296.271,4.289,-4.17,11.529,0.018,-0.018,9.489,0.024,-0.024,11.1911,0.000708,-0.000708,8/29/2024,2024-03,8/29/2024
TOI-2537 b,TOI-2537,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,94.1022,0.0011,-0.0011,0,0.3715,0.0077,-0.008,0,11.25381662,0.66132986,-0.68374782,0,1.004,0.059,-0.061,0,415.401728,28.92238504,-27.96889982,0,1.307,0.091,-0.088,0,Mass,0.364,0.039,-0.039,0,,,,,338,14,-14,0,1,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,,4870,150,-150,0,0.771,0.039,-0.04,0,0.771,0.049,-0.049,0,0.08,0.079,-0.08,0,[Fe/H],4.551,0.049,-0.048,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h37m33.18s,54.3882661,+10d03m27.89s,10.0577464,184.986,1.899,-1.861,13.236,0.08,-0.08,10.387,0.021,-0.021,12.73,0.000377,-0.000377,3/3/2025,2025-02,3/3/2025
TOI-2545 b,TOI-2545,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,7.994037,,,0,,,,,2.75,,,0,0.24533899,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5846.29,115.05,-115.17,0,1.25324,0.051605,-0.059354,0,1.055,0.139439,-0.114804,0,-0.2729,0.0669,-0.0669,0,[M/H],4.26525,0.088105,-0.055335,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m10.99s,135.5458029,-03d25m14.95s,-3.4208194,107.118,0.474,-0.47,9.521,0.004,-0.004,8.06,0.02,-0.02,9.2949,0.000228,-0.000228,10/3/2022,2022-11,10/3/2022
TOI-2567 b,TOI-2567,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,5.983944,0.000013,-0.000013,0,0.0672,0.0024,-0.0012,0,10.92875618,0.3474784,-0.32506044,0,0.975,0.031,-0.029,0,63.88350981,10.80616584,-9.85268062,0,0.201,0.034,-0.031,0,Mass,0,0.048,-0.052,0,558,31,-30,0,1352,18,-19,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5611,62,-65,0,1.686,0.043,-0.044,0,1.13,0.13,-0.059,0,0.241,0.078,-0.079,0,[Fe/H],4.044,0.036,-0.037,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m51.76s,288.4656683,+66d20m52.58s,66.3479375,504.775,5.219,-5.115,12.3,0.046,-0.046,10.717,0.017,-0.017,12.2213,0.000281,-0.000281,8/29/2022,2022-08,8/29/2022
TOI-257 b,TOI-257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,18.38818,0.00085,-0.00084,0,0.1528,0.0016,-0.0017,0,7.16253867,0.14571675,-0.14571675,0,0.639,0.013,-0.013,0,43.86032017,7.31005336,-7.31005336,0,0.138,0.023,-0.023,0,Mass,0,,,0,186,14,-12,0,1027,18,-18,0,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,,6095,89,-89,0,1.867,0.033,-0.032,0,1.407,0.045,-0.046,0,0.175,0.099,-0.098,0,[Fe/H],4.044,0.021,-0.021,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h10m04.14s,47.5172608,-50d49m56.15s,-50.8322632,76.9028,0.1953,-0.1943,7.57,0.03,-0.03,6.256,0.021,-0.021,7.41653,0.000296,-0.000296,4/23/2021,2021-04,4/23/2021
