P_NAME,P_MASS_EST,P_RADIUS_EST,P_PERIOD,P_DISTANCE,P_TEMP_EQUIL,S_TEMPERATURE,S_LUMINOSITY,S_RADIUS,S_MASS,S_METALLICITY,Predicted_Class,Habitability_Score,Confidence_Conservative,Confidence_Optimistic
GSC 06214-00210 b,5085.248,12.185583,,320.0,,4200.0,,,0.9,,0,2.3369465e-05,1.2932434e-05,1.043703e-05
1RXS J160929.1-210524 b,2542.624,12.56295,,330.0,,4060.0,,,0.85,,0,2.3369465e-05,1.2932434e-05,1.043703e-05
Kepler-468 b,116.77879,13.3399,38.478757,0.21999561,481.91942,5498.0,0.61964949,0.87,0.96,0.1,0,2.3307919e-05,8.221485e-06,1.5086433e-05
Kepler-802 b,12.293432,3.54236,40.058747,0.22359845,486.98883,5507.0,0.66747341,0.9,0.93,0.06,0,2.3307919e-05,8.221485e-06,1.5086433e-05
Kepler-885 b,6.8023267,2.49983,18.114729,0.14381116,835.54102,6187.0,2.3926361,1.35,1.21,0.11,0,2.329023e-05,9.170812e-06,1.4119418e-05
Kepler-1033 b,6.8541965,2.51104,7.5605281,0.073833523,863.06271,5547.0,0.71795457,0.92,0.94,0.06,0,2.3277658e-05,1.086599e-05,1.241167e-05
Kepler-951 b,26.701651,5.59379,71.525308,0.30901506,327.48795,4834.0,0.26071196,0.73,0.77,-0.01,0,2.3089953e-05,1.1802483e-05,1.12874695e-05
Kepler-781 b,8.7127047,2.89218,13.214073,0.10194416,629.36297,5162.0,0.38703465,0.78,0.81,-0.1,0,2.2996133e-05,1.3364762e-05,9.631372e-06
Kepler-1134 b,7.4891982,2.64556,17.13264,0.12269274,598.0897,5281.0,0.45721804,0.81,0.84,-0.1,0,2.2996133e-05,1.3364762e-05,9.631372e-06
Kepler-572 b,7.1688075,2.5783,17.205235,0.12254888,583.2844,5212.0,0.41262967,0.79,0.83,-0.1,0,2.2996133e-05,1.3364762e-05,9.631372e-06
K2-256 b,7.4354,2.63435,5.52011,0.0578,845.0604,5219.0,0.4044148,0.78,0.84,-0.1,0,2.2996133e-05,1.3364762e-05,9.631372e-06
Kepler-600 b,8.7701168,2.90339,23.675176,0.15221758,536.75839,5279.0,0.45652581,0.81,0.84,-0.09,0,2.2929784e-05,1.118294e-05,1.1746844e-05
Kepler-563 b,9.7696781,3.09396,22.184327,0.14340702,517.41906,5066.0,0.34988944,0.77,0.8,-0.08,0,2.2929784e-05,1.118294e-05,1.1746844e-05
Kepler-1241 b,7.4354,2.63435,18.55257,0.12938146,576.62616,5261.0,0.4392804,0.8,0.84,-0.09,0,2.2929784e-05,1.118294e-05,1.1746844e-05
MOA-2015-BLG-337L b,33.699303,6.4156981,,0.24,,,,,0.01,,0,2.2881279e-05,1.25195465e-05,1.0361731e-05
Kepler-20 g,19.959599,4.7126436,34.94,0.20781187,522.75722,5495.0,0.75283864,0.96,0.95,0.07,0,2.2770972e-05,8.032081e-06,1.4738892e-05
HD 11964 c,25.044847,5.3866696,37.91,0.239305,636.97529,5349.0,2.0969924,,1.12,0.122,0,2.2770972e-05,8.032081e-06,1.4738892e-05
HD 147018 b,673.79537,13.318914,44.236,0.26501856,479.62565,5441.0,0.75942746,,0.93,0.1,0,2.2770972e-05,8.032081e-06,1.4738892e-05
Kepler-209 c,9.8298521,3.10517,41.749882,0.231,490.18837,5513.0,0.73130126,0.94,,,0,2.2770972e-05,8.032081e-06,1.4738892e-05
HD 20003 c,14.429391,3.8928914,33.9239,0.197382,537.19682,5494.0,0.7644089,,0.88,0.04,0,2.2770972e-05,8.032081e-06,1.4738892e-05
Kepler-748 b,6.9062285,2.52225,7.4074279,0.076047062,994.76326,5934.0,1.3442009,1.1,1.07,0.08,0,2.2741413e-05,1.0615671e-05,1.2125743e-05
Kepler-481 b,6.8023267,2.49983,10.060826,0.091489748,882.71769,5802.0,1.2062923,1.09,1.01,0.03,0,2.2741413e-05,1.0615671e-05,1.2125743e-05
Kepler-313 b,6.9584217,2.53346,14.970418,0.125,886.03241,5727.0,2.2858031,1.54,,,0,2.2741413e-05,1.0615671e-05,1.2125743e-05
K2-231 b,6.8023267,2.49983,13.841901,0.11317413,727.27559,5695.0,0.85057139,0.95,1.01,0.14,0,2.2741413e-05,1.0615671e-05,1.2125743e-05
Kepler-204 b,6.9584217,2.53346,14.400974,0.117,833.98951,5812.0,1.5719345,1.24,,,0,2.2741413e-05,1.0615671e-05,1.2125743e-05
Kepler-281 c,24.47032,5.31354,36.337373,0.215,516.11068,5723.0,0.77851798,0.9,,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
Kepler-284 c,7.3282833,2.61193,37.514456,0.213,482.63581,5615.0,0.58432938,0.81,,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
Kepler-351 b,9.5900707,3.06033,37.054919,0.214,495.7123,5643.0,0.65639717,0.85,,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
Kepler-53 c,5002.6128,3.17243,38.558304,0.22181805,517.20534,5858.0,0.83573026,0.89,0.98,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
K2-32 d,10.750574,3.27332,31.7142,0.1862,,,,0.84,0.86,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
Kepler-259 c,7.7605729,2.70161,36.924931,0.217,533.02632,5938.0,0.90226568,0.9,,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
Kepler-230 b,16.813589,4.2598,32.625555,0.191,510.34482,5588.0,0.58741082,0.82,,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
Kepler-297 b,8.5983448,2.86976,38.871826,0.217,509.96474,5619.0,0.75596281,0.92,,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
Kepler-411 e,10.799796,3.2821388,31.509728,0.18602381,,,,0.82,0.87,,0,2.2724533e-05,8.015704e-06,1.47088285e-05
GJ 96 b,19.66084,4.6709671,73.94,0.3191688,,3785.0,,,0.6,0.14,0,2.2669967e-05,1.3082067e-05,9.5879e-06
Kepler-516 b,27.8934,5.73952,24.854624,0.19571286,1005.2643,7099.0,9.2849611,2.02,1.62,0.01,0,2.2620205e-05,8.4163285e-06,1.4203876e-05
Kepler-547 b,15.122519,4.00197,6.0103843,0.059540057,745.1456,4828.0,0.25941997,0.73,0.78,0.01,0,2.260497e-05,1.18149665e-05,1.0790004e-05
K2-8 b,12.492237,3.57599,10.35239,0.0856,631.13899,4870.0,0.27597385,0.74,0.78,-0.02,0,2.260497e-05,1.18149665e-05,1.0790004e-05
WASP-145 A b,282.86692,10.089,1.7690381,0.0261,1102.4207,4900.0,0.23883105,0.68,0.76,-0.04,0,2.2588578e-05,1.1573591e-05,1.1014988e-05
K2-179 b,6.8541965,2.51104,5.172191,0.054772665,828.80323,5015.0,0.33601127,0.77,0.82,0.03,0,2.2526881e-05,1.0515528e-05,1.2011354e-05
Kepler-591 b,11.383095,3.38542,81.16943,0.36310187,402.61101,5677.0,0.82228038,0.94,0.97,0.01,0,2.2498807e-05,9.424584e-06,1.3074224e-05
Kepler-616 c,11.511377,3.40784,90.411356,0.39150164,399.14484,5753.0,0.92344197,0.97,0.98,-0.02,0,2.2498807e-05,9.424584e-06,1.3074224e-05
Kepler-1494 b,9.6497879,3.07154,91.080482,0.3907361,386.88236,5659.0,0.8119011,0.94,0.96,0.01,0,2.2498807e-05,9.424584e-06,1.3074224e-05
Kepler-1129 c,7.9252992,2.73524,76.536959,0.35271482,432.76114,5831.0,1.035764,1.0,1.0,-0.04,0,2.2498807e-05,9.424584e-06,1.3074224e-05
Kepler-1411 b,8.3714933,2.82492,86.115089,0.37509126,390.99009,5664.0,0.78047191,0.92,0.95,-0.04,0,2.2498807e-05,9.424584e-06,1.3074224e-05
Kepler-924 b,9.6497879,3.07154,61.037012,0.31686434,535.55847,6167.0,1.9606256,1.23,1.14,0.01,0,2.2498807e-05,9.424584e-06,1.3074224e-05
CoRoT-9 b,266.97552,11.94986,95.272656,0.40565637,382.67119,5625.0,0.82664914,0.96,0.96,-0.01,0,2.2498807e-05,9.424584e-06,1.3074224e-05
Kepler-858 b,21.068495,4.86514,76.13602,0.34673161,403.66401,5653.0,0.7576827,0.91,0.96,-0.04,0,2.2498807e-05,9.424584e-06,1.3074224e-05
Kepler-418 b,349.6108,13.452,86.67856,0.3882632,433.00487,5820.0,1.2213316,1.09,0.98,-0.05,0,2.2498807e-05,9.424584e-06,1.3074224e-05
Kepler-580 b,7.1159697,2.56709,8.2224197,0.0697484,573.86052,4298.0,0.12523169,0.64,0.67,-0.06,0,2.247233e-05,1.4714457e-05,7.7578725e-06
WASP-71 b,441.78092,13.2278,2.90367,0.036342287,1887.1309,6050.0,3.9760599,1.82,0.76,0.15,0,2.2405333e-05,1.3037507e-05,9.367826e-06
WASP-56 b,143.0226,10.5374,4.6171,0.048399609,1099.309,5600.0,0.81205084,0.96,0.71,0.12,0,2.2405333e-05,1.3037507e-05,9.367826e-06
Kepler-1369 b,7.7059808,2.6904,25.873148,0.17059023,611.72393,5761.0,0.96727628,0.99,0.99,0.0,0,2.239896e-05,8.416331e-06,1.3982629e-05
Kepler-1041 b,8.9432821,2.93702,24.757642,0.1694667,662.84863,5957.0,1.3159717,1.08,1.06,0.01,0,2.239896e-05,8.416331e-06,1.3982629e-05
Kepler-604 b,7.2218056,2.58951,25.855018,0.17221574,634.91349,5890.0,1.1439954,1.03,1.02,-0.02,0,2.239896e-05,8.416331e-06,1.3982629e-05
Kepler-1172 b,10.316689,3.19485,26.020442,0.16710212,565.37895,5558.0,0.67724036,0.89,0.92,-0.04,0,2.239896e-05,8.416331e-06,1.3982629e-05
HATS-22 b,870.84873,10.68313,4.7228124,0.050406805,784.18126,4803.0,0.22700592,0.69,0.76,0.0,0,2.23636e-05,1.1573593e-05,1.0790007e-05
WASP-67 b,136.66604,12.8915,4.61442,0.052553474,937.90972,5200.0,0.50730292,0.88,0.91,-0.07,0,2.2323564e-05,1.2944813e-05,9.378751e-06
Kepler-659 b,6.8023267,2.49983,17.671796,0.12271728,527.11944,4870.0,0.27597385,0.74,0.79,0.02,0,2.2281565e-05,1.05155295e-05,1.1766036e-05
HD 221416 b,60.387321,9.37156,14.2767,0.12361201,1094.6998,5080.0,5.1574872,2.94,1.21,-0.08,0,2.2273538e-05,1.2944813e-05,9.328725e-06
Kepler-800 b,8.4846077,2.84734,14.13176,0.10833781,644.52126,5315.0,0.48076122,0.82,0.85,-0.09,0,2.2273538e-05,1.2944813e-05,9.328725e-06
K2-171 b,7.7059808,2.6904,5.628466,0.059552444,1243.6289,5250.0,2.0136443,1.72,0.89,-0.09,0,2.2273538e-05,1.2944813e-05,9.328725e-06
Kepler-709 b,8.8854055,2.92581,16.08525,0.11574212,576.51463,5071.0,0.35127281,0.77,0.8,-0.08,0,2.2273538e-05,1.2944813e-05,9.328725e-06
K2-194 b,12.893769,3.64325,39.721386,0.2358487,613.95121,5979.0,1.8759567,1.28,1.11,0.1,0,2.2201028e-05,7.831041e-06,1.4369985e-05
K2-24 c,15.398767,7.49949,42.3391,0.24370324,541.42229,5625.0,1.2069652,1.16,1.07,0.34,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-264 b,11.064977,3.32937,40.806231,0.249,677.20933,6158.0,3.0953573,1.55,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-449 c,8.091445,2.76887,33.6727,0.2022218,,,,1.47,0.97,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
HD 72892 b,1732.1626,12.776919,39.475,0.24839791,573.16685,5688.0,1.3958754,1.22,1.02,0.25,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-325 d,8.2029943,2.79129,38.715185,0.22,540.53598,5752.0,0.98076319,1.0,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-275 d,11.064977,3.32937,35.676062,0.224,674.47474,6165.0,2.4647856,1.38,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-58 d,8.9432821,2.93702,40.101371,0.236,588.24592,6099.0,1.5829969,1.13,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
HD 177565 b,15.100008,3.9984601,44.505,0.24643253,,,,,1.0,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-581 b,7.4354,2.63435,40.606982,0.2311586,529.16166,5772.0,0.99447515,1.0,1.0,0.03,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-338 d,9.2937756,3.00428,44.431014,0.257,679.30821,5923.0,3.3385207,1.74,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-133 c,8.4279728,2.83613,31.517586,0.204,669.38989,5736.0,1.9833406,1.43,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-1326 b,16.291128,4.18133,42.351427,0.26907764,753.78099,6725.0,5.5482535,1.74,1.45,0.02,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-122 e,7.2749643,2.60072,37.993273,0.227,618.21485,6050.0,1.7866102,1.22,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-584 b,16.51421,4.21496,35.18103,0.22136582,646.26992,6195.0,2.0290711,1.24,1.17,0.02,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-33 f,18.188009,4.46158,41.02902,0.2535,697.28469,5904.0,3.6059261,1.82,1.29,0.025,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-1360 b,11.447163,3.39663,40.528641,0.26485606,785.30655,6778.0,6.3328191,1.83,1.51,0.06,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-9 c,29.901259,8.08241,38.9853,0.22750813,523.23267,5774.0,0.91777924,0.96,1.02,0.05,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-1419 b,8.541399,2.85855,42.521589,0.23916063,525.0024,5796.0,1.0314422,1.01,1.01,0.04,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-430 b,10.625858,3.2509,35.968,0.2244,668.29997,5884.0,2.3842503,1.49,1.17,0.2,0,2.2201028e-05,7.831041e-06,1.4369985e-05
HD 43691 b,810.46141,13.211125,36.9987,0.238754,696.0613,6093.0,3.1612098,1.6,1.32,0.33,0,2.2201028e-05,7.831041e-06,1.4369985e-05
K2-186 b,10.194074,3.17243,41.474219,0.23599082,519.53025,5784.0,0.96306131,0.98,1.02,0.06,0,2.2201028e-05,7.831041e-06,1.4369985e-05
HD 27894 c,51.488136,8.2351351,36.07,0.19802227,,,,,0.8,0.3,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-522 b,38.181458,6.90536,38.584228,0.25800197,780.50362,6392.0,5.8636237,1.98,1.54,0.41,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-313 c,7.1159697,2.56709,32.273273,0.208,686.86747,5727.0,2.2858031,1.54,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-1502 b,10.255306,3.18364,41.708363,0.26573321,747.5215,6666.0,5.2336753,1.72,1.44,0.05,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-874 b,14.764686,3.94592,40.068673,0.23578801,580.88736,6020.0,1.5025589,1.13,1.09,0.03,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-1452 b,7.7605729,2.70161,42.913751,0.26893475,744.26611,6101.0,5.2677746,2.06,1.41,0.14,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-145 c,79.457001,4.31585,42.882,0.26027328,732.1088,6022.0,4.6193624,1.98,1.28,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-879 b,7.1159697,2.56709,33.385594,0.20421252,570.56421,5792.0,1.0490669,1.02,1.02,0.05,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-627 b,13.43724,3.73293,40.699444,0.25266767,687.60797,6424.0,3.3875313,1.49,1.3,0.05,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-1656 b,48.59908,5.02208,31.578659,0.26584126,564.28896,5731.0,1.1694877,1.1,1.03,0.19,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-172 e,8.0359058,2.75766,35.118736,0.211,551.05964,5526.0,0.97449514,1.08,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-212 c,7.9252992,2.73524,31.805174,0.207,685.03482,5852.0,2.2398123,1.46,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-180 c,9.3527288,3.01549,41.885775,0.229,543.47888,5731.0,1.0859805,1.06,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
HD 204313 c,17.575889,4.3725166,34.905,0.21242142,582.64502,5783.0,1.2125141,1.1,1.03,0.16,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-33 e,15.266637,4.02439,31.7844,0.2138,759.26829,5904.0,3.6059261,1.82,1.29,0.025,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-358 b,7.8702326,2.72403,34.060467,0.21,553.87239,5908.0,0.98513966,0.95,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-1113 b,8.3151703,2.81371,42.300495,0.24668678,569.3312,5931.0,1.5176515,1.17,1.12,0.18,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-869 b,12.69235,3.60962,40.428776,0.22815354,509.43469,5664.0,0.83220215,0.95,0.97,0.02,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-839 b,7.1159697,2.56709,37.814451,0.23554183,629.72069,6058.0,2.0708484,1.31,1.22,0.29,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-512 b,7.7059808,2.6904,34.43588,0.21822892,645.15882,5997.0,1.9584458,1.3,1.17,0.22,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-175 c,9.8298521,3.10517,34.035257,0.213,582.03238,6064.0,1.2358568,1.01,,,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-1077 b,8.091445,2.76887,34.351187,0.20813133,567.50909,5816.0,1.0665632,1.02,1.02,0.03,0,2.2201028e-05,7.831041e-06,1.4369985e-05
Kepler-486 b,84.131096,10.99701,30.360447,0.17603163,448.1741,4926.0,0.29674868,0.75,0.79,-0.04,0,2.219806e-05,7.9410065e-06,1.4257054e-05
Kepler-290 c,7.7605729,2.70161,36.77031,0.205,431.03265,5147.0,0.34432516,0.74,,,0,2.1991578e-05,7.757167e-06,1.42344115e-05
Kepler-258 c,12.69235,3.60962,33.653079,0.193,475.59258,4942.0,0.4523507,0.92,,,0,2.1991578e-05,7.757167e-06,1.42344115e-05
Kepler-46 b,1906.968,9.05768,33.60134,0.19680984,468.84369,5309.0,0.44421552,0.79,,,0,2.1991578e-05,7.757167e-06,1.42344115e-05
Kepler-245 d,9.4118347,3.0267,36.277108,0.202,447.35939,5100.0,0.38792639,0.8,,,0,2.1991578e-05,7.757167e-06,1.42344115e-05
Kepler-229 d,14.129491,3.84503,41.194912,0.22,411.0902,5120.0,0.32810603,0.73,,,0,2.1991578e-05,7.757167e-06,1.42344115e-05
Kepler-667 b,20.089031,4.73062,41.439628,0.2270565,459.61313,5327.0,0.5460821,0.87,0.91,0.15,0,2.1991578e-05,7.757167e-06,1.42344115e-05
TOI 216.01,199.99963,11.28847,34.556,0.206987,446.35059,5026.0,0.40340117,0.84,0.87,0.32,0,2.1991578e-05,7.757167e-06,1.42344115e-05
K2-36 c,7.7994992,3.19485,5.340888,0.054,791.22193,4916.0,0.27126961,0.72,0.79,-0.09,0,2.1974705e-05,1.2645975e-05,9.328729e-06
Kepler-279 d,37.503704,3.10517,54.414,,,6363.0,4.4979274,1.75,,,0,2.195307e-05,8.769182e-06,1.3183889e-05
Kepler-177 c,7.6278721,7.09593,49.412,,,5942.0,1.2313963,1.05,,,0,2.195307e-05,8.769182e-06,1.3183889e-05
Kepler-276 d,16.209228,2.8025,48.648,,,6105.0,1.3721763,1.05,,,0,2.195307e-05,8.769182e-06,1.3183889e-05
Kepler-892 b,8.3151703,2.81371,13.752107,0.10204134,555.7948,4747.0,0.23584711,0.72,0.75,-0.04,0,2.1754513e-05,1.1370462e-05,1.038405e-05
Kepler-785 b,112.15208,13.02602,1.9737609,0.028218645,1047.7674,4739.0,0.22779919,0.71,0.77,-0.02,0,2.1754513e-05,1.1370462e-05,1.038405e-05
Kepler-148 d,56.260818,8.67654,51.846886,,,5272.0,0.50006689,0.85,,,0,2.1745975e-05,8.6864575e-06,1.3059517e-05
WASP-25 b,139.84432,11.9947,3.76483,0.041434751,1113.647,5750.0,0.62681589,0.8,0.67,-0.05,0,2.1584054e-05,1.2862226e-05,8.721828e-06
HD 23472 b,17.919143,4.4226141,17.667,0.121,,,,0.73,0.75,,0,2.1556421e-05,1.2188586e-05,9.3678345e-06
Kepler-159 c,11.511377,3.40784,43.595792,0.218,354.70926,4625.0,0.17857615,0.66,,,0,2.154239e-05,7.5986995e-06,1.394369e-05
Kepler-241 c,7.1159697,2.56709,36.065978,0.189,389.96804,4699.0,0.19609207,0.67,,,0,2.154239e-05,7.5986995e-06,1.394369e-05
K2-121 b,43.924877,7.49949,5.185761,0.0525,721.93602,4551.0,0.17771898,0.68,0.72,-0.04,0,2.1522219e-05,1.1138167e-05,1.0384052e-05
55 Cnc c,54.47572,8.5133162,44.4175,0.24142428,451.95192,5196.0,0.57705994,0.94,0.91,0.31,0,2.148496e-05,7.578466e-06,1.3906495e-05
HIP 35173 b,12.700407,3.6109693,41.516,0.2197776,,4881.0,,,0.79,,0,2.148496e-05,7.578466e-06,1.3906495e-05
HD 45652 b,137.61953,14.283089,44.073,0.28066121,452.90427,5294.0,0.62184207,0.94,0.92,0.26,0,2.148496e-05,7.578466e-06,1.3906495e-05
Kepler-1551 b,7.5431552,2.65677,24.49737,0.17240803,719.45493,6136.0,1.8903826,1.22,1.14,0.01,0,2.1332038e-05,8.41634e-06,1.2915698e-05
Kepler-606 b,10.938769,3.30695,24.31576,0.17105179,725.24441,6161.0,1.9213795,1.22,1.13,0.01,0,2.1332038e-05,8.41634e-06,1.2915698e-05
Kepler-1129 b,9.0594978,2.95944,24.33978,0.16433144,634.01536,5831.0,1.035764,1.0,1.0,-0.04,0,2.1332038e-05,8.41634e-06,1.2915698e-05
Kepler-562 b,23.686716,5.21265,18.009314,0.13122059,643.54986,5575.0,0.70105671,0.9,0.93,-0.04,0,2.1316804e-05,9.742328e-06,1.1574476e-05
Kepler-555 b,8.3714933,2.82492,16.217754,0.12660449,744.59363,5894.0,1.1694882,1.04,1.03,0.0,0,2.1316804e-05,9.742328e-06,1.1574476e-05
HD 192310 b,16.90845,4.2739391,74.72,0.322704,364.63479,5166.0,0.43151514,,0.8,-0.04,0,2.1228168e-05,8.892328e-06,1.233584e-05
HD 2638 b,133.48776,14.302258,3.4442,0.04,1108.1116,5186.0,0.5726304,0.94,0.77,0.13,0,2.1139986e-05,1.230121e-05,8.838776e-06
HD 102195 b,130.30948,14.229711,4.11377,0.05,946.23019,5301.0,0.47571579,0.82,0.76,0.04,0,2.1139986e-05,1.230121e-05,8.838776e-06
Kepler-977 b,7.381762,2.62314,26.853283,0.16749978,521.49754,5315.0,0.4925586,0.83,0.87,-0.01,0,2.1133957e-05,7.941016e-06,1.3192943e-05
Kepler-1045 b,7.7059808,2.6904,26.410455,0.16501609,520.85717,5301.0,0.47571579,0.82,0.86,-0.03,0,2.1133957e-05,7.941016e-06,1.3192943e-05
KMT-2016-BLG-1107L b,1043.4293,13.065068,,0.342,,,,,0.09,,0,2.1021166e-05,1.251957e-05,8.501595e-06
HD 41004 B b,5838.5004,12.111747,1.3283,0.017477636,,,,,0.4,,0,2.1009044e-05,1.251957e-05,8.489475e-06
HAT-P-23 b,425.88952,12.2189,1.21288,0.018670258,1870.5861,5905.0,1.0039468,0.96,0.58,0.15,0,2.1009044e-05,1.251957e-05,8.489475e-06
HD 147379 b,28.55049,5.8187752,86.78,0.32379135,,4156.0,,,0.6,0.19,0,2.0943973e-05,1.1356056e-05,9.587917e-06
HIP 71135 b,18.799526,4.5493331,87.19,0.34238675,,4146.0,,,0.66,,0,2.0943973e-05,1.1356056e-05,9.587917e-06
Kepler-733 b,8.3714933,2.82492,20.834247,0.14303499,585.5772,5418.0,0.57100716,0.86,0.9,0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-582 b,13.09649,3.67688,18.492357,0.13355661,640.1654,5564.0,0.71108238,0.91,0.93,0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-870 b,8.1471405,2.78008,21.358762,0.15112422,670.69542,5857.0,1.0969577,1.02,1.01,-0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-117 b,29.875832,8.05999,18.795923,0.1446756,904.7012,6150.0,3.3223154,1.61,1.13,-0.04,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-1641 b,9.8298521,3.10517,19.672266,0.14807617,768.71312,6152.0,1.8173889,1.19,1.12,-0.02,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-1546 b,9.950654,3.12759,19.597497,0.13981416,639.22101,5623.0,0.77468809,0.93,0.95,0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
K2-258 b,9.2937756,3.00428,19.0921,0.149,830.04511,6351.0,2.5014953,1.31,1.21,0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
HD 13908 b,274.92122,13.854756,19.382,0.1540308,907.88617,6255.0,3.8249948,1.67,1.29,0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
HD 21693 b,8.2317453,2.7970481,22.6786,0.1465476,616.19118,5430.0,0.72707255,,0.8,0.0,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-692 b,9.8298521,3.10517,21.812935,0.14748,579.02675,5440.0,0.58033819,0.86,0.9,-0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-1299 b,9.1763296,2.98186,19.940087,0.14094085,628.20988,5609.0,0.73436706,0.91,0.94,-0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-11 d,7.3100441,3.11638,22.6845,0.15500124,652.75511,5663.0,1.0353487,1.06,0.96,-0.041,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-1187 b,7.3282833,2.61193,18.870641,0.14140647,731.19563,5975.0,1.3567295,1.09,1.06,-0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-689 b,8.7127047,2.89218,22.366561,0.15051837,588.09211,5518.0,0.64325145,0.88,0.91,-0.01,0,2.093312e-05,8.416343e-06,1.2516776e-05
Kepler-681 b,9.7096567,3.08275,26.394356,0.16102017,480.81051,5021.0,0.32890973,0.76,0.8,-0.04,0,2.0726475e-05,7.941018e-06,1.2785457e-05
Kepler-661 b,9.6497879,3.07154,6.0293013,0.057551091,674.21193,4483.0,0.16244757,0.67,0.7,-0.05,0,2.0667192e-05,1.0695669e-05,9.9715235e-06
K2-33 b,1175.9636,5.0445,5.424865,0.049792605,716.527,3540.0,0.15512446,1.05,0.56,,0,2.0647134e-05,1.3095924e-05,7.5512094e-06
K2-139 b,61.157993,9.11373,28.380619,0.1796,523.93755,5370.0,0.57696721,0.88,0.96,0.24,0,2.0582629e-05,8.221507e-06,1.2361121e-05
K2-80 d,7.063293,2.55588,28.867253,0.17777092,530.54847,5441.0,0.59434971,0.87,0.9,,0,2.0390085e-05,8.221509e-06,1.2168576e-05
WASP-23 b,280.95995,10.78402,2.9444256,0.037672267,1027.002,5150.0,0.37367928,0.77,0.78,,0,2.0339012e-05,1.1500229e-05,8.838782e-06
Kepler-80 b,6.9286505,2.66798,7.05246,0.0648,648.24605,4540.0,0.17600698,0.68,0.73,0.04,0,2.0211064e-05,1.0841449e-05,9.369615e-06
Kepler-920 c,13.850876,3.80019,100.82741,0.40771685,343.86041,5403.0,0.55165349,0.85,0.89,0.0,0,2.0196305e-05,9.424606e-06,1.07717e-05
