P_NAME,P_MASS_EST,P_RADIUS_EST,P_PERIOD,P_DISTANCE,P_TEMP_EQUIL,S_TEMPERATURE,S_LUMINOSITY,S_RADIUS,S_MASS,S_METALLICITY,Predicted_Class,Habitability_Score,Confidence_Conservative,Confidence_Optimistic
Kepler-62 c,0.105412,0.53808,12.4417,0.0929,569.77768,4925.0,0.21591039,0.64,0.69,-0.37,0,0.0010790073,0.0009829231,9.608416e-05
K2-240 c,3.9125102,1.80481,20.523,0.1159,362.49098,3810.0,0.055052376,0.54,0.58,-0.1,0,0.0010746596,0.00093257363,0.000142086
K2-151 b,2.8286707,1.49093,3.835476,0.0373,565.69632,3695.0,0.033819832,0.45,0.47,-0.19,0,0.0010671153,0.00099872,6.839541e-05
KIC 9663113 b,19.128815,4.5961,572.3847,1.3398113,234.39302,6065.0,1.2861343,1.03,0.98,-0.28,0,0.0010568217,7.196832e-05,0.0009848534
KELT-6 c,1179.1419,12.994966,1276.0,2.4426995,228.19284,6102.0,3.71766,1.73,1.42,-0.28,0,0.0010568217,7.196832e-05,0.0009848534
Kepler-617 b,2.3086002,1.32278,1.6826961,0.022115838,762.2439,3712.0,0.039192502,0.48,0.51,-0.07,0,0.001044915,0.000986663,5.8252022e-05
Kepler-1006 b,2.9746177,1.53577,19.76172,0.13165103,556.78178,5328.0,0.39537477,0.74,0.78,-0.4,0,0.0010290032,0.00034600557,0.00068299763
HD 20794 b,2.701538,1.4510893,18.315,0.1207,710.16959,5401.0,0.87959589,,0.7,-0.4,0,0.0010283823,0.0009265416,0.00010184073
Kepler-235 e,5.5588379,2.21958,46.183669,0.213,301.37566,4255.0,0.088840764,0.55,,,0,0.0010219048,5.432572e-05,0.000967579
Kepler-62 b,2.2754822,1.31157,5.714932,0.0553,738.50039,4925.0,0.21591039,0.64,0.69,-0.37,0,0.0010027187,0.00090662716,9.609149e-05
K2-129 b,1.1283145,1.04253,8.239493,0.05748165,382.76474,3459.09,0.016624213,0.36,0.36,,0,0.0009331482,0.0008653036,6.7844565e-05
Kepler-1059 b,3.6281006,1.72634,3.764191,0.043017425,884.68499,4906.0,0.26906909,0.72,0.75,-0.15,0,0.00093156425,0.0008709642,6.0600025e-05
GJ 3293 c,21.091066,4.8682094,122.6196,0.36393859,160.5247,3466.0,0.020688207,0.4,0.42,0.02,0,0.00092513085,7.2277304e-05,0.0008528535
HD 20794 d,4.76742,2.0276086,90.309,0.3499,417.10341,5401.0,0.87959589,,0.7,-0.4,0,0.0009250343,0.00018629608,0.0007387382
Kepler-1115 b,3.5484667,1.70392,23.554073,0.18804433,1133.7201,8480.0,13.866417,1.73,1.6,-0.51,0,0.0009199943,0.00020824975,0.0007117446
Wolf 1061 d,7.7009725,2.6893699,217.21,0.5410875,117.18634,3342.0,0.010740829,0.31,0.29,-0.09,0,0.00091594807,0.00026699543,0.0006489527
HD 137388 b,63.565601,9.3233728,330.0,0.947672,225.18037,5181.0,0.49992903,0.88,0.68,0.19,0,0.0009092331,4.4767403e-05,0.0008644657
Kepler-1608 b,3.6281006,1.72634,16.473569,0.11509464,550.33906,4992.0,0.28843765,0.72,0.75,-0.24,0,0.0008953801,0.0008347779,6.060222e-05
HIP 79431 b,667.43881,13.324471,111.7,0.375138,180.84188,3368.0,0.033617429,0.54,0.42,,0,0.0008562873,7.754107e-05,0.00077874627
HD 63765 b,168.44884,14.156616,358.0,0.967072,224.86454,5449.0,0.54414177,0.83,0.65,-0.16,0,0.00085597014,9.018596e-05,0.0007657842
BD+14 4559 b,330.54112,13.742892,268.94,0.812799,223.9117,4864.0,0.37090255,0.86,0.49,0.17,0,0.0008511381,4.5555767e-05,0.0008055823
K2-257 b,0.49738312,0.82954,1.60588,0.0216,789.9534,3725.0,0.043125462,0.5,0.52,-0.03,0,0.00084487686,0.00078661315,5.8263693e-05
Kepler-1633 b,3.123569,1.58061,186.40427,0.6784855,384.61878,6256.0,2.3912417,1.32,1.2,0.02,0,0.00082552264,8.521804e-05,0.0007403046
HD 155358 b,314.64972,13.772717,194.3,0.6391035,384.51711,5905.0,2.074562,1.38,1.15,-0.6,0,0.0008234973,0.00041114955,0.00041234778
Kepler-1126 b,3.6281006,1.72634,108.59333,0.43315263,374.46935,5798.0,0.87572427,0.93,0.92,-0.26,0,0.0008156667,0.0002668962,0.0005487705
K2-89 b,0.17170972,0.61655,1.096026,0.01462,761.13627,3691.0,0.017028045,0.32,0.35,,0,0.00080412184,0.0007458558,5.826607e-05
HD 40307 f,5.2123792,2.1370242,51.76,0.2470494,403.98167,4956.0,0.3857486,,0.77,-0.31,0,0.0007993028,0.0001597379,0.00063956494
HD 7199 b,85.813561,11.126015,615.0,1.384548,199.47993,5371.0,0.70154046,0.97,0.77,0.32,0,0.00079852337,3.692672e-05,0.00076159666
K2-91 b,1.3612778,1.09858,1.419549,0.0164,659.66373,3622.0,0.012089226,0.28,0.29,,0,0.0007845625,0.0007262953,5.8267204e-05
K2-244 b,3.7084594,1.74876,21.06884,0.1418,637.37021,5677.0,0.78766197,0.92,0.86,-0.29,0,0.0007763907,0.000119826225,0.0006565645
Kepler-1318 b,9.8298521,3.10517,213.25766,0.62885951,213.82488,4598.0,0.19622783,0.7,0.73,-0.01,0,0.0007723454,3.5368623e-05,0.0007369768
Kepler-732 c,2.1449845,1.26673,0.89304124,0.014305045,907.56474,3631.0,0.032954089,0.46,0.49,-0.01,0,0.00075783784,0.00069956906,5.8268768e-05
HD 218566 b,63.565601,9.3233728,225.7,0.72105,230.06965,4730.0,0.32401944,0.85,0.76,0.28,0,0.0007552462,4.556014e-05,0.0007096861
HD 180617 b,12.201417,3.5267191,105.9,0.33999696,181.23074,3557.0,0.029043512,0.45,0.45,0.0,0,0.00074905995,5.3639546e-05,0.00069542043
K2-54 b,1.6270695,1.15463,9.7843,0.0671,398.38463,3798.0,0.026920039,0.38,0.42,,0,0.0007420847,0.000683815,5.8269685e-05
HD 99109 b,139.84432,14.273013,439.29999,1.1144955,218.64859,5282.0,0.66978341,0.98,0.76,0.35,0,0.0007387823,3.416407e-05,0.0007046182
HD 113538 c,295.58004,13.810658,1818.0,2.4888,91.430725,4462.0,0.099760507,0.53,0.58,-0.24,0,0.00073702127,6.037978e-05,0.0006766415
Oph 11 b,4449.592,12.257389,7300000.0,243.0,2.8124512,2375.0,0.00087694609,,0.02,,0,0.00072793587,6.8164445e-05,0.00065977144
CFBDSIR J145829+101343 b,3337.194,12.413529,10037.5,2.6,5.0703749,580.5,1.0605407e-06,,0.02,,0,0.00072793587,6.8164445e-05,0.00065977144
GJ 179 b,260.61896,13.887363,2288.0,2.4631405,58.81917,3370.0,0.016686892,0.38,0.36,0.3,0,0.00070518407,6.1132865e-05,0.0006440512
2MASS J21402931+1625183 A b,6658.4967,10.3132,7336.5,3.2908045,19.598998,2300.0,0.00036104595,0.12,0.08,,0,0.00070309086,5.9038295e-05,0.0006440526
K2-88 b,2.0491991,1.2331,4.6122,0.0345,427.9857,3537.0,0.009479285,0.26,0.26,,0,0.0007016681,0.00064398476,5.76833e-05
Kepler-1593 b,10.194074,3.17243,174.50984,0.56957536,255.9896,4995.0,0.33068315,0.77,0.81,0.02,0,0.0006971414,3.346367e-05,0.0006636777
GJ 849 b,317.828,13.766628,1882.0,2.35188,67.835442,3241.0,0.027768761,0.53,0.65,0.24,0,0.00069487875,5.857258e-05,0.0006363062
K2-228 b,1.9283813,1.21068,2.69828,0.0338,911.37497,4715.0,0.18708637,0.65,0.71,-0.25,0,0.00069198787,0.00034625997,0.0003457279
Kepler-26 d,1.2177294,1.06495,3.543919,0.039,623.86508,3914.0,0.054690549,0.51,0.54,-0.13,0,0.00068269885,0.0006215494,6.1149454e-05
HD 113538 b,114.41808,13.180399,663.2,1.252152,128.42185,4462.0,0.099760507,0.53,0.58,-0.24,0,0.00067184336,5.504012e-05,0.00061680324
K2-133 b,2.3754251,1.3452,3.07133,0.03194,611.3866,3655.0,0.033834038,0.46,0.46,,0,0.00066826073,0.0006099867,5.827399e-05
K2-83 b,2.0809278,1.24431,2.74697,0.03014,643.34933,3910.0,0.036939776,0.42,0.48,,0,0.0006674494,0.00060917536,5.8274036e-05
WISEP J121756.91+162640.2 A b,6992.2161,10.47014,,8.0,2.6881975,575.0,7.9331386e-07,0.09,0.03,,0,0.00065250957,0.00010950299,0.0005430066
2MASS J02192210-3925225 b,4417.8092,16.1424,,156.0,5.7216666,3064.0,0.006190985,0.28,0.11,,0,0.00065250957,0.00010950299,0.0005430066
Kepler-510 b,6.6476898,2.4662,19.556594,0.13763182,810.64895,5746.0,1.9417323,1.41,0.91,-0.35,0,0.0006469049,6.268767e-05,0.00058421725
Kepler-504 b,3.1612732,1.59182,9.5492754,0.060859421,361.18475,3519.0,0.014962136,0.33,0.33,-0.31,0,0.00064531964,0.00040931627,0.00023600337
GJ 163 d,29.39909,5.9200296,603.95116,1.1020793,93.086873,3500.0,0.019619483,0.382,0.4,0.1,0,0.00064405316,4.746272e-05,0.00059659046
Kepler-1195 b,4.999023,2.08506,8.4964224,0.073690391,679.29758,4965.0,0.27446208,0.71,0.74,-0.25,0,0.00064370135,4.5356344e-05,0.000598345
GJ 1148 c,68.059689,9.7061586,532.58,0.96533558,94.562916,3264.0,0.016270812,0.4,0.35,,0,0.000637592,5.049513e-05,0.00058709685
K2-173 b,3.1991632,1.60303,5.868699,0.06100494,912.65873,5580.0,0.61289209,0.84,0.88,-0.25,0,0.00063714123,7.092101e-05,0.0005662202
Kepler-37 e,0.0,0.0,51.196,0.25753722,418.18596,5417.0,0.48147991,0.79,0.87,-0.32,0,0.0006303843,0.00035117505,0.00027920926
HD 5891 b,2425.0277,12.589153,177.11,0.641568,839.57695,4673.0,48.367654,10.64,1.93,-0.37,0,0.00062950316,0.0002763308,0.00035317236
GJ 676 A c,2161.2304,12.653108,7337.0,6.6,53.216213,3734.0,0.082924733,0.69,0.73,0.08,0,0.0006290077,3.8371207e-05,0.0005906365
GJ 676 A b,1576.4269,12.829992,1056.8001,1.919099,100.6316,3734.0,0.082924733,0.69,0.73,0.08,0,0.0006290077,3.8371207e-05,0.0005906365
KIC 5437945 b,33.567528,6.40091,440.7813,1.1590966,289.03961,6340.0,2.2258149,1.24,1.07,-0.38,0,0.00062846753,0.00026986375,0.00035860375
Kepler-1439 b,2.7211983,1.4573,8.0739285,0.060788127,419.45198,3578.0,0.027151067,0.43,0.46,-0.03,0,0.000617926,0.0005581411,5.9784907e-05
Kepler-1319 b,2.3754251,1.3452,2.8867627,0.032697379,654.7038,3655.0,0.046625735,0.54,0.56,0.44,0,0.00060845044,0.0005508744,5.7576064e-05
K2-147 b,2.4771268,1.37883,0.961917,0.0159,951.92455,3672.0,0.049274782,0.55,0.58,0.19,0,0.00060845044,0.0005508744,5.7576064e-05
BD-08 2823 c,104.88324,12.521925,237.6,0.692274,216.41573,4816.0,0.24296922,0.71,0.5,-0.06,0,0.00060801336,6.3966385e-05,0.000544047
HD 17674 b,276.51036,13.851243,623.8,1.431999,236.9733,5904.0,1.5157866,1.18,0.98,-0.16,0,0.0006065053,3.91607e-05,0.0005673446
Kepler-1647 b,482.99686,11.87139,1107.5923,2.7250917,221.98268,6210.0,4.2693436,1.79,1.22,-0.14,0,0.0006065053,3.91607e-05,0.0005673446
HD 233604 b,2089.7191,12.671855,192.0,0.74793375,806.54436,4791.0,56.084949,10.9,1.5,-0.36,0,0.0006034883,0.000247125,0.0003563633
Kepler-1040 b,4.999023,2.08506,201.1214,0.66715047,301.0636,5694.0,0.8679625,0.96,0.98,0.01,0,0.0006019783,4.2285137e-05,0.00055969314
HD 81688 b,858.13561,13.177942,184.02,0.81,839.29387,4753.0,77.276351,13.0,2.1,-0.359,0,0.0006003084,0.00024712575,0.00035318267
GJ 411 b,2.9907615,1.5406737,12.9532,0.0803997,348.97906,3563.0,0.021962468,0.39,0.39,-0.38,0,0.00059458124,0.00039191337,0.00020266784
GJ 357 c,3.4007596,1.6617796,9.1247,0.061,364.73684,3505.0,0.015631425,0.34,0.34,-0.12,0,0.0005802389,0.00042881304,0.00015142585
HD 85512 b,3.17828,1.5968584,58.43,0.261573,312.96699,4300.0,0.15441133,0.71,0.43,-0.26,0,0.00057879335,0.00029444345,0.00028434987
HD 13908 c,1630.4577,12.810983,931.0,2.044616,249.84015,6255.0,3.8249948,1.67,1.29,0.01,0,0.00057525426,1.9972715e-05,0.0005552815
HD 45364 c,209.09904,14.0226,342.85,0.90145576,248.50625,5434.0,0.73043375,,0.82,-0.17,0,0.00057500455,3.630415e-05,0.0005387004
Kepler-1086 c,8.9432821,2.93702,161.51633,0.51525225,217.0043,4350.0,0.13974412,0.66,0.7,0.06,0,0.00057273195,7.2156494e-05,0.00050057546
Kepler-87 c,6.3565601,6.14308,191.2318,0.6765141,404.97305,5600.0,2.9186602,1.82,1.1,-0.17,0,0.000571261,0.000110920555,0.0004603404
K2-156 b,1.6270695,1.15463,0.81314,0.0149,1348.5604,4597.0,0.17429083,0.66,0.66,-0.25,0,0.000566641,0.0003325451,0.0002340959
GJ 9827 c,0.83906593,1.24431,3.6480957,0.03925,747.93283,4340.0,0.11443268,0.6,0.61,-0.26,0,0.00056332943,0.0005056035,5.7725905e-05
HD 4732 c,753.25237,13.253747,2732.0,4.72167,236.03292,4959.0,15.799837,5.4,1.74,0.01,0,0.00056212954,1.9972977e-05,0.0005421566
HD 222582 b,2660.2204,12.537983,572.38,1.697043,225.24678,5790.0,1.2857596,1.13,1.12,0.01,0,0.00056212954,1.9972977e-05,0.0005421566
Kepler-737 b,4.5075054,1.96175,28.599154,0.14619586,304.53482,3813.0,0.043635338,0.48,0.51,-0.24,0,0.00056156766,7.882523e-05,0.00048274244
HD 564 b,104.88324,12.521925,492.3,1.2055296,238.52592,5902.0,1.1089915,1.01,0.96,-0.2,0,0.0005559579,3.5896937e-05,0.00052006094
K2-83 c,2.7926567,1.47972,9.99767,0.07131,418.25704,3910.0,0.036939776,0.42,0.48,,0,0.00054580194,0.00048601272,5.978922e-05
HD 12648 b,622.94289,13.364981,133.60001,0.540432,962.64026,4835.0,59.461759,11.02,0.67,-0.57,0,0.00054463226,0.00043954063,0.00010509161
HD 128356 b,282.86692,13.837399,298.2,1.0113315,207.69487,4875.0,0.36561582,0.85,0.65,0.17,0,0.00054082467,3.477054e-05,0.00050605414
HIP 5158 b,305.11488,13.791378,345.72,1.010328,191.21702,4813.0,0.2704423,0.75,0.43,0.17,0,0.0005381068,3.2479107e-05,0.00050562766
DP Leo b,1922.8594,12.718338,10220.0,8.8128495,20.587384,13500.0,0.0029759369,0.01,,,0,0.0005347809,3.168136e-05,0.0005030995
HD 133131 B b,794.57001,13.222642,5769.0,7.2942075,100.26347,5805.0,1.006886,,0.93,-0.281,0,0.00053464563,3.644382e-05,0.0004982018
K2-13 b,4.2482729,1.89449,39.91488,0.2114,482.43002,5698.0,0.57460266,0.78,0.8,-0.54,0,0.0005296125,7.1670875e-05,0.0004579416
Kepler-1075 b,2.6154425,1.42367,1.5237282,0.021355539,877.49405,3959.0,0.064182728,0.54,0.56,-0.17,0,0.0005125422,0.00044493246,6.760974e-05
Kepler-1350 c,3.6281006,1.72634,1.7667891,0.02342899,802.2998,3827.0,0.05398514,0.53,0.55,-0.06,0,0.00050315005,0.00038219156,0.00012095849
K2-148 b,2.3419147,1.33399,4.38395,0.0454,669.75062,4079.0,0.098442938,0.63,0.65,-0.11,0,0.00050225476,0.00046503148,3.722326e-05
Kepler-1367 b,0.71859407,0.91922,1.5740903,0.022576669,933.00014,4106.0,0.091678379,0.6,0.62,-0.06,0,0.0005013248,0.0004662793,3.504547e-05
Kepler-37 c,12.001185,0.75107,21.302,0.14353668,560.15472,5417.0,0.48147991,0.79,0.87,-0.32,0,0.00049697916,6.449891e-05,0.00043248027
HD 85390 b,31.464972,6.1616287,799.52,1.544625,181.91669,5186.0,0.52412163,,0.76,,0,0.0004962753,2.2949635e-05,0.00047332566
Kepler-1143 c,12.625501,3.59841,210.63059,0.64568231,243.22168,5053.0,0.3463118,0.77,0.81,-0.06,0,0.00048860104,3.6944515e-05,0.00045165652
OGLE-2005-BLG-390L b,5.403076,2.182734,3285.0,2.6,,,,,0.22,,0,0.00048796582,5.2694442e-05,0.0004352714
K2-279 b,1.9283813,1.21068,7.122605,0.067,877.70271,5558.0,0.6323532,0.86,0.79,-0.37,0,0.00048378072,0.00038756078,9.6219934e-05
Kepler-967 c,12.961199,3.65446,198.71125,0.62866264,257.46327,5178.0,0.41220837,0.8,0.84,-0.03,0,0.00048371666,2.002417e-05,0.0004636925
Kepler-901 b,2.4430315,1.36762,3.5174944,0.03795618,714.66897,4184.0,0.089208258,0.57,0.59,-0.3,0,0.0004795539,0.0003842245,9.532942e-05
Kepler-787 b,2.1773119,1.27794,0.9283105,0.016129076,1160.8943,4248.0,0.11215278,0.62,0.65,-0.09,0,0.00047498947,0.00044013,3.485946e-05
Kepler-777 b,2.7568324,1.46851,5.728126,0.052238888,583.4691,4043.0,0.07507229,0.56,0.58,-0.17,0,0.00046601813,0.00039840525,6.761289e-05
HD 37124 b,214.5339,14.006778,154.378,0.53441805,,,,,0.85,-0.44,0,0.00046318918,0.00029934058,0.0001638486
HD 23079 b,829.53109,13.197614,730.59998,1.608,215.19988,5974.0,1.306523,1.07,1.12,-0.13,0,0.00046239275,2.9884519e-05,0.00043250824
HD 20782 b,472.8645,13.528064,597.0643,1.9808111,211.78365,5790.0,1.2406488,1.11,1.07,-0.06,0,0.00046239275,2.9884519e-05,0.00043250824
HD 217786 b,4131.764,12.297422,1319.0,2.5704,190.09543,5966.0,1.8307502,1.27,1.02,-0.135,0,0.00046200195,2.9859264e-05,0.0004321427
Kepler-97 c,343.25424,13.72009,789.0,1.6365787,197.11259,5779.0,0.95973554,0.98,0.94,-0.2,0,0.00046200195,2.9859264e-05,0.0004321427
Kepler-1654 b,158.914,9.18099,1047.8356,2.0944788,187.46697,5597.0,1.2242606,1.18,1.01,-0.088,0,0.00046200195,2.9859264e-05,0.0004321427
HD 197037 b,251.08412,13.910156,1035.7,2.120094,196.95033,6150.0,1.5492157,,1.11,-0.2,0,0.00046200195,2.9859264e-05,0.0004321427
Kepler-712 c,20.986141,4.85393,226.89047,0.68677348,241.82219,5148.0,0.38285296,0.78,0.84,-0.03,0,0.00046049213,1.9504956e-05,0.00044098718
HD 11755 b,1789.3717,12.758665,433.70001,1.1096745,823.97839,4312.0,131.18809,20.58,0.72,-0.74,0,0.00045900315,0.00026374508,0.00019525805
Kepler-401 d,5.7992597,2.27563,184.25641,,,6117.0,2.2189415,1.33,,,0,0.0004586179,4.1591527e-05,0.00041702637
KIC 10525077 b,25.978928,5.50411,854.083,1.7671908,202.96663,6091.0,1.2580149,1.01,1.01,-0.04,0,0.00044829174,1.577739e-05,0.00043251435
HD 10647 b,298.75832,13.804159,989.2,2.0376687,202.21444,6218.0,1.6206039,1.1,1.11,0.0,0,0.00044829174,1.577739e-05,0.00043251435
47 UMa b,804.10485,13.215704,1078.0,2.1010752,198.7444,5892.0,1.6336154,1.23,1.03,0.0,0,0.00044791284,1.5764057e-05,0.00043214878
HD 4208 b,257.44068,13.894862,832.97,1.6634659,180.19025,5717.0,0.69151128,0.85,0.88,-0.28,0,0.00044694467,3.6447014e-05,0.00041049765
Kepler-296 b,3.2372384,1.61424,10.864384,0.08330155,403.5059,3740.0,0.040388482,0.48,0.5,-0.08,0,0.0004442543,0.00032246826,0.00012178607
GJ 3138 c,4.1794382,1.8763492,5.974,0.05734485,484.87267,3717.0,0.04275618,0.5,0.68,-0.3,0,0.00044031124,0.00010959112,0.00033072013
Kepler-1074 b,2.1128564,1.25552,5.9456653,0.054161865,572.24865,4002.0,0.074670093,0.57,0.6,-0.06,0,0.0004337852,0.00037619908,5.7586127e-05
HD 41004 A b,807.28313,13.21341,963.0,2.1580477,150.41482,5010.0,0.41090118,,0.7,-0.09,0,0.000421389,2.935982e-05,0.00039202918
Kepler-898 b,2.8286707,1.49093,5.8706191,0.055157335,624.06864,4223.0,0.10953587,0.62,0.65,-0.06,0,0.0004201438,0.00038509548,3.5048317e-05
HD 219415 b,317.828,13.766628,2093.3,3.456,200.14562,4820.0,4.0669871,2.9,1.0,-0.04,0,0.00041271525,1.5810307e-05,0.00039690494
Kepler-331 d,3.3139434,1.63666,32.134328,0.159,336.36143,4347.0,0.076813821,0.49,,,0,0.00041155465,4.2118507e-05,0.00036943614
Kepler-1456 b,1.5711567,1.14342,18.137383,0.11639991,430.4073,4231.0,0.11036824,0.62,0.64,-0.09,0,0.0004108734,0.0003785257,3.234771e-05
HD 192310 c,24.154928,5.2730951,525.8,1.240416,188.84007,5166.0,0.43151514,,0.8,-0.04,0,0.00041057746,1.44500555e-05,0.0003961274
Kepler-1565 b,1.8034186,1.18826,1.5381884,0.02379325,1206.0868,4940.0,0.28434275,0.73,0.76,-0.16,0,0.00039764633,0.00035990262,3.774372e-05
HD 155358 c,260.61896,13.887363,391.9,1.033056,302.25728,5905.0,2.074562,1.38,1.15,-0.6,0,0.0003973743,0.00020416135,0.00019321295
GJ 3293 e,3.279985,1.626761,13.2543,0.083889864,336.3145,3466.0,0.020688207,0.4,0.42,0.02,0,0.00039288565,0.00025029256,0.0001425931
Kepler-974 b,3.086051,1.5694,4.1944965,0.040922663,568.05877,3687.0,0.041392457,0.5,0.52,0.07,0,0.00039092853,0.00026848272,0.0001224458
OGLE-2016-BLG-1195L b,1.430226,1.1138288,,1.16,,,,,0.08,,0,0.00039045318,0.00034621765,4.4235523e-05
OGLE-2013-BLG-0341L B b,2.3201444,1.326672,,0.883,,,,,0.15,,0,0.00039045318,0.00034621765,4.4235523e-05
Kepler-988 b,4.9534779,2.07385,17.760801,0.10912866,389.0345,4005.0,0.064751594,0.53,0.55,-0.32,0,0.00038969662,6.294046e-05,0.00032675616
K2-5 b,4.2910395,1.9057,5.73594,0.0532,567.01067,3930.0,0.069439816,0.57,0.61,-0.33,0,0.00038969662,6.294046e-05,0.00032675616
kap And b,4327.5461,12.272398,,55.0,120.07581,10900.0,149.26837,,2.6,-0.36,0,0.00038699905,5.2644056e-05,0.000334355
HD 44219 b,184.34024,14.100574,472.3,1.4113995,260.15953,5752.0,1.7088818,1.32,1.0,0.03,0,0.00037882995,1.5837522e-05,0.00036299243
K2-133 c,3.1991632,1.60303,4.86784,0.04341,524.43114,3655.0,0.033834038,0.46,0.46,,0,0.00037636558,0.000253918,0.00012244759
VHS J125601.92-125723.9 b,3559.6736,12.378328,,102.0,4.1327843,2620.0,0.00072042977,,0.07,,0,0.0003756992,0.00012646825,0.00024923094
HD 111998 b,1433.4043,12.883796,825.9,1.820819,257.95628,6557.0,3.4821332,1.45,1.18,0.07,0,0.00037457517,1.5659647e-05,0.00035891554
HD 34445 f,37.821532,6.8669448,676.8,1.5437414,245.04792,5879.0,2.0382651,1.38,1.14,0.18,0,0.00037457517,1.5659647e-05,0.00035891554
HD 48265 b,484.6877,13.513371,778.51,1.8543805,257.88977,5733.0,3.4940057,1.9,1.31,0.3,0,0.00037457517,1.5659647e-05,0.00035891554
GJ 667 C b,5.7209041,2.2574697,7.2004,0.050926725,430.0647,3350.0,0.020796086,,0.33,-0.55,0,0.00037432113,0.00026070338,0.00011361776
HD 210277 b,409.99812,13.613245,442.19,1.260176,233.90571,5538.0,0.96486823,1.07,1.01,0.22,0,0.00037024863,1.5837659e-05,0.00035441096
HD 18015 b,1010.693,13.083405,2278.0,3.9123842,221.79734,5603.0,8.6508705,3.13,1.49,,0,0.00036609021,1.565978e-05,0.00035043043
HD 159868 b,704.94251,13.292458,1184.1,2.3206682,233.7149,5534.0,3.8124528,2.13,1.19,,0,0.00036609021,1.565978e-05,0.00035043043
HD 10180 g,23.26501,5.1577873,604.67,1.4763521,228.7781,5911.0,1.3476541,1.11,1.06,0.08,0,0.00036609021,1.565978e-05,0.00035043043
HD 125612 b,985.26681,13.098082,557.04,1.5142065,222.15331,5841.0,1.1497835,1.05,1.11,0.22,0,0.00036609021,1.565978e-05,0.00035043043
HD 147513 b,384.57188,13.651647,528.4,1.364616,221.1774,5883.0,1.0069475,,1.11,0.06,0,0.00036609021,1.565978e-05,0.00035043043
WASP-47 c,398.19717,13.63075,588.5,1.4540245,220.14437,5552.0,1.1063593,1.14,1.04,0.38,0,0.00036609021,1.565978e-05,0.00035043043
Kepler-68 d,244.72756,13.925859,634.6,1.4917623,233.34456,5793.0,1.5514798,1.24,1.08,0.12,0,0.00036609021,1.565978e-05,0.00035043043
HD 183263 b,1255.4206,12.959174,626.51599,1.586552,236.21148,5948.0,1.6966127,1.23,1.31,0.29,0,0.00036609021,1.565978e-05,0.00035043043
HD 213240 b,1773.4803,12.763674,882.70001,2.056698,232.84726,5979.0,2.6106987,1.51,1.57,0.15,0,0.00036609021,1.565978e-05,0.00035043043
HD 10697 b,2028.6961,12.68839,1075.69,2.15164,225.59453,5600.0,2.8232336,1.79,1.13,,0,0.00036609021,1.565978e-05,0.00035043043
HD 16175 b,1620.9228,12.814289,990.0,2.5016,231.5749,5981.0,3.3918821,1.72,1.63,0.3,0,0.00036609021,1.565978e-05,0.00035043043
BD+20 2457 c,3963.3152,12.319965,621.99,2.042562,1113.6017,4259.0,1486.8958,71.02,10.83,-0.79,0,0.00035958813,0.00019263811,0.00016695002
BD+03 2562 b,2034.0992,12.686905,481.9,1.326,898.12947,4095.0,263.66522,32.35,1.14,-0.71,0,0.00035958813,0.00019263811,0.00016695002
BD+20 2457 b,17668.059,11.535801,379.63,1.0618125,1541.7216,4259.0,1486.8958,71.02,10.83,-0.79,0,0.00035958813,0.00019263811,0.00016695002
HD 215152 b,1.8179762,1.1909283,5.75999,0.057638,774.1252,4935.0,0.28319331,0.73,0.77,-0.1,0,0.0003568022,0.00032293535,3.386685e-05
HD 215152 c,1.7194495,1.1725576,7.28243,0.067393,715.90973,4935.0,0.28319331,0.73,0.77,-0.1,0,0.0003568022,0.00032293535,3.386685e-05
Kepler-35 b,40.364156,8.16088,131.458,0.60400226,322.78475,5606.0,0.93880516,1.03,0.89,-0.34,0,0.00035481027,0.00022083627,0.000133974
HD 20781 b,1.9387508,1.2124928,5.3135,0.0531645,956.96682,5256.0,0.55848037,,0.7,-0.11,0,0.0003543743,0.0003207379,3.3636403e-05
Kepler-421 b,16.143101,4.15891,704.1984,1.2200246,184.71717,5308.0,0.41080856,0.76,0.79,-0.25,0,0.00035375464,2.737231e-05,0.00032638235
HD 154345 b,260.61896,13.887363,3341.5588,4.213368,108.28556,5468.0,0.57868273,0.85,0.71,-0.11,0,0.0003523716,2.9361847e-05,0.00032300976
K2-133 e,3.6281006,1.72634,26.5841,0.1346,297.82479,3655.0,0.033834038,0.46,0.46,,0,0.0003516323,0.00014924475,0.00020238756
HD 28185 b,1875.1852,12.732395,379.0,1.021275,250.74803,5662.0,0.97688301,1.03,1.02,0.23,0,0.00034725093,1.4517316e-05,0.00033273362
55 Cnc f,44.813748,7.5885086,262.0,0.82465185,248.65483,5196.0,0.57705994,0.94,0.91,0.31,0,0.00034725093,1.4517316e-05,0.00033273362
HD 108874 b,451.31576,13.555855,394.48123,1.048788,247.7549,5600.0,0.97144754,1.05,1.1,0.26,0,0.00034725093,1.4517316e-05,0.00033273362
Kepler-1636 b,10.50174,3.22848,425.47785,1.1105412,244.87989,5797.0,1.0526941,1.02,1.01,0.03,0,0.00034725093,1.4517316e-05,0.00033273362
HD 82943 b,534.26887,13.455586,441.47,1.1985841,251.39081,6016.0,1.3356756,,1.2,0.3,0,0.00034725093,1.4517316e-05,0.00033273362
HD 142415 b,530.77276,13.459474,386.29999,1.1925,255.01876,5940.0,1.2064272,1.04,1.07,0.13,0,0.00034725093,1.4517316e-05,0.00033273362
