name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,detection_type,star_name,star_mass,star_radius,star_teff,star_metallicity,star_distance,star_sp_type,discovered,updated,publication
Kepler-92 Ab,Confirmed,0.202,0.313,13.749,0.102,0.17,Primary Transit,Kepler-92 A,1.209,1.53,5883.0,0.17,484.62,Unknown,2013,2025-03-12,Published in a refereed paper
Kepler-92 Ac,Confirmed,0.019,0.232,26.723,0.102,0.04,Primary Transit,Kepler-92 A,1.209,1.53,5883.0,0.17,484.62,Unknown,2013,2025-03-12,Published in a refereed paper
Kepler-92 Ad,Confirmed,0.37,0.184,49.3568,0.102,0.07,Primary Transit,Kepler-92 A,1.209,1.53,5883.0,0.17,484.62,Unknown,2015,2025-03-12,Published in a refereed paper
Kepler-930 Ab,Confirmed,0.37,0.19,71.4517775,0.102,0.062,Primary Transit,Kepler-930 A,1.25,1.4,6335.0,0.04,905.0,F7V,2016,2025-02-25,Announced on a website
Kepler-931 Ab,Confirmed,0.37,0.119,8.03755877,0.102,0.062,Primary Transit,Kepler-931 A,0.86,0.81,5241.0,-0.01,490.0,G8V,2016,2025-02-25,Announced on a website
Kepler-932 b,Confirmed,0.37,0.122,1.9214374,0.102,0.062,Primary Transit,Kepler-932,0.87,0.84,5331.0,-0.01,478.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-933 b,Confirmed,0.37,0.219,14.20443009,0.102,0.062,Primary Transit,Kepler-933,0.87,0.84,5346.0,-0.02,922.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-934 b,Confirmed,0.37,0.186,55.6738309,0.102,0.062,Primary Transit,Kepler-934,0.81,0.77,5001.0,0.01,603.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-935 b,Confirmed,0.37,0.12,4.88083852,0.102,0.062,Primary Transit,Kepler-935,0.78,0.73,4830.0,-0.01,482.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-936 Ab,Confirmed,0.37,0.129,10.56134221,0.102,0.062,Primary Transit,Kepler-936 A,0.92,0.89,5482.0,0.05,687.0,G6V,2016,2025-02-25,Announced on a website
Kepler-937 b,Confirmed,0.37,0.332,67.668827,0.102,0.062,Primary Transit,Kepler-937,1.15,1.22,6095.0,0.08,1482.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-937 c,Confirmed,0.37,0.238,153.343364,0.102,0.062,Primary Transit,Kepler-937,1.15,1.22,6095.0,0.08,1482.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-938 b,Confirmed,0.37,0.198,52.6298417,0.102,0.062,Primary Transit,Kepler-938,0.92,0.89,5533.0,-0.03,861.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-939 b,Confirmed,0.37,0.156,14.878296,0.102,0.062,Primary Transit,Kepler-939,0.88,0.85,5471.0,-0.12,1029.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-93 b,Confirmed,0.0143,0.14,4.72674,0.053,0.0,Primary Transit,Kepler-93,1.09,0.98,5669.0,-0.18,96.18,Unknown,2014,2021-02-05,Published in a refereed paper
Kepler-93 c,Confirmed,8.5,0.219,3650.0,4.5,0.062,Radial Velocity,Kepler-93,1.09,0.98,5669.0,-0.18,96.18,Unknown,2014,2025-02-19,Published in a refereed paper
Kepler-940 b,Confirmed,0.37,0.298,59.6225257,0.102,0.062,Primary Transit,Kepler-940,0.97,0.96,5769.0,-0.08,1317.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-941 b,Confirmed,0.37,0.275,17.42395198,0.102,0.062,Primary Transit,Kepler-941,0.89,0.86,5539.0,-0.15,1105.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-942 b,Confirmed,0.37,0.19,44.96417488,0.102,0.062,Primary Transit,Kepler-942,0.81,0.75,4861.0,0.09,218.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-943 b,Confirmed,0.37,0.529,49.7701438,0.2672,0.062,Primary Transit,Kepler-943,0.93,0.91,5612.0,-0.07,1239.0,Unknown,2016,2021-02-05,Published in a refereed paper
Kepler-944 b,Confirmed,0.37,0.235,43.3167737,0.102,0.062,Primary Transit,Kepler-944,0.86,0.83,5409.0,-0.11,1035.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-945 b,Confirmed,0.37,0.235,31.0033814,0.102,0.062,Primary Transit,Kepler-945,0.97,0.97,5718.0,-0.01,1543.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-946 b,Confirmed,0.37,0.172,11.79162572,0.102,0.062,Primary Transit,Kepler-946,0.94,0.93,5665.0,-0.09,918.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-947 b,Confirmed,0.37,0.203,26.9644317,0.102,0.062,Primary Transit,Kepler-947,0.9,0.87,5508.0,-0.07,1188.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-948 b,Confirmed,0.37,0.165,7.76846622,0.102,0.062,Primary Transit,Kepler-948,0.96,0.97,5501.23,0.17,868.017,G6V,2016,2021-02-05,Announced on a website
Kepler-949 b,Confirmed,0.37,0.26,8.6893073,0.102,0.062,Primary Transit,Kepler-949,0.89,0.86,5403.0,0.01,572.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-94 b,Confirmed,0.034,0.313,2.50806,0.102,0.062,Primary Transit,Kepler-94,0.81,0.76,4781.0,0.34,192.97,M0 V,2014,2021-02-05,Published in a refereed paper
Kepler-94 c,Confirmed,9.836,0.219,820.3,0.102,0.062,Radial Velocity,Kepler-94,0.81,0.76,4781.0,0.34,192.97,M0 V,2014,2021-02-05,Published in a refereed paper
Kepler-950 b,Confirmed,0.37,0.801,98.7180406,0.102,0.062,Primary Transit,Kepler-950,1.02,1.02,5857.0,0.02,1489.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-951 Ab,Confirmed,0.37,0.5139,71.52543938,0.3091,0.0,Primary Transit,Kepler-951 A,0.77,0.73,4834.0,-0.01,382.509,K2V,2016,2024-08-03,Announced on a website
Kepler-952 b,Confirmed,0.37,0.682,130.3546919,0.102,0.062,Primary Transit,Kepler-952,1.0,0.99,5730.0,0.06,1167.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-953 Ab,Confirmed,0.37,0.376,88.40655258,0.19757,0.062,Primary Transit,Kepler-953 A,0.95,0.99,5416.0,0.26,240.0,G7V,2016,2025-02-26,Announced on a professional conference
Kepler-953 Ac,Confirmed,0.37,0.106,9.10967112,0.102,0.062,Primary Transit,Kepler-953 A,0.95,0.99,5416.0,0.26,240.0,G7V,2016,2025-02-26,Announced on a website
Kepler-954 b,Confirmed,0.37,0.207,16.78176602,0.102,0.062,Primary Transit,Kepler-954,0.82,0.76,4990.0,0.02,224.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-955 b,Confirmed,0.37,0.279,14.53244172,0.102,0.062,Primary Transit,Kepler-955,0.89,0.84,5350.0,0.02,637.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-956 b,Confirmed,0.37,0.268,5.24867263,0.102,0.062,Primary Transit,Kepler-956,1.1,1.15,6040.0,0.02,631.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-957 b,Confirmed,0.37,0.491,5.90741354,0.102,0.062,Primary Transit,Kepler-957,0.81,0.75,4963.0,-0.01,749.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-958 b,Confirmed,0.37,0.184,9.7678805,0.102,0.062,Primary Transit,Kepler-958,0.91,0.86,5421.0,0.01,467.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-959 b,Confirmed,0.37,0.391,14.80074836,0.102,0.062,Primary Transit,Kepler-959,1.6,2.01,7005.0,0.02,1003.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-95 b,Confirmed,0.041,0.305,11.5231,0.102,0.062,Primary Transit,Kepler-95,1.08,1.41,5699.0,0.3,451.38,Unknown,2014,2021-02-05,Published in a refereed paper
Kepler-960 b,Confirmed,0.37,0.204,3.12686223,0.102,0.062,Primary Transit,Kepler-960,0.77,0.72,4755.0,0.02,298.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-961 b,Confirmed,0.37,0.227,16.87727414,0.102,0.062,Primary Transit,Kepler-961,0.96,0.9,5582.0,0.05,607.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-962 b,Confirmed,0.37,0.176,12.05707239,0.102,0.062,Primary Transit,Kepler-962,0.93,0.86,5478.0,0.01,439.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-963 b,Confirmed,0.37,0.237,9.97683705,0.102,0.062,Primary Transit,Kepler-963,0.93,0.898,5352.0,-0.02,771.494,G7V,2016,2021-02-05,Announced on a website
Kepler-963 c,Confirmed,0.37,0.066985,0.919786,0.102,0.062,Primary Transit,Kepler-963,0.93,0.898,5352.0,-0.02,771.494,G7V,2023,2024-10-18,Published in a refereed paper
Kepler-964 b,Confirmed,0.37,0.189,13.5225106,0.102,0.062,Primary Transit,Kepler-964,0.93,0.84,5427.0,0.03,478.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-965 b,Confirmed,0.37,0.302,134.2527298,0.102,0.062,Primary Transit,Kepler-965,1.05,1.15,5886.0,0.03,618.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-966 b,Confirmed,0.37,0.368,99.747622,0.102,0.062,Primary Transit,Kepler-966,1.02,1.02,5840.0,0.04,773.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-967 Ab,Confirmed,0.37,0.21,13.22713379,0.102,0.062,Primary Transit,Kepler-967 A,0.825,0.8,5178.0,-0.03,501.87,K0V,2016,2024-07-28,Announced on a website
Kepler-967 Ac,Confirmed,0.37,0.326,198.7112502,0.102,0.062,Primary Transit,Kepler-967 A,0.825,0.8,5178.0,-0.03,501.87,K0V,2016,2024-07-28,Announced on a website
Kepler-968 Ab,Confirmed,0.37,0.178,3.69298373,0.102,0.062,Primary Transit,Kepler-968 A,0.76,0.7,4598.0,0.13,312.0,K4V,2016,2025-02-25,Announced on a website
Kepler-968 Ac,Confirmed,0.37,0.151,5.70940492,0.102,0.062,Primary Transit,Kepler-968 A,0.76,0.7,4598.0,0.13,312.0,K4V,2016,2025-02-25,Announced on a website
Kepler-968 Ad,Confirmed,0.37,0.2302,7.68433346,0.0634,0.0,Primary Transit,Kepler-968 A,0.76,0.7,4598.0,0.13,312.0,K4V,2017,2025-02-25,Announced on a website
Kepler-969 b,Confirmed,0.37,0.185,34.1731714,0.102,0.062,Primary Transit,Kepler-969,0.92,0.82,5214.0,0.22,411.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-969 c,Confirmed,0.37,0.088,1.6829346,0.102,0.062,Primary Transit,Kepler-969,0.92,0.82,5214.0,0.22,411.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-96 b,Confirmed,0.027,0.238,16.2385,0.102,0.062,Primary Transit,Kepler-96,1.0,1.02,5690.0,0.04,123.32,Unknown,2014,2021-02-05,Published in a refereed paper
Kepler-970 Bb,Confirmed,0.37,0.23276,16.736525,0.139,0.34,Primary Transit,Kepler-970 B,0.67,0.71,4290.0,0.04,331.545,K7V,2016,2024-08-03,Announced on a website
Kepler-971 Ab,Confirmed,0.37,0.19,9.59070716,0.102,0.062,Primary Transit,Kepler-971 A,0.97,0.777,5513.7,0.1729,338.522,G6V,2016,2025-03-21,Announced on a website
Kepler-972 b,Confirmed,0.37,0.415,7.03932553,0.102,0.062,Primary Transit,Kepler-972,1.15,1.22,6146.0,0.04,1304.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-973 Ab,Confirmed,0.37,0.175,49.6077331,0.102,0.062,Primary Transit,Kepler-973 A,0.86,0.78,5213.0,-0.06,297.0,G8V,2016,2025-02-25,Announced on a website
Kepler-974 b,Confirmed,0.37,0.14,4.19449651,0.102,0.062,Primary Transit,Kepler-974,0.52,0.5,3687.0,0.07,121.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-975 Ab,Confirmed,0.37,0.3542,1.970340203,0.0303,0.0,Primary Transit,Kepler-975 A,0.77,0.807,4783.72,0.38,426.088,K3V,2016,2024-08-03,Announced on a website
Kepler-975 Ac,Confirmed,0.37,0.50353,5.05821338,0.0567,0.0,Primary Transit,Kepler-975 A,0.77,0.807,4783.72,0.38,426.088,K3V,2017,2024-08-03,Announced on a website
Kepler-976 b,Confirmed,0.37,0.353,105.9564148,0.102,0.062,Primary Transit,Kepler-976,0.87,0.83,5232.0,0.07,1020.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-977 b,Confirmed,0.37,0.234,26.85328322,0.102,0.062,Primary Transit,Kepler-977,0.87,0.83,5315.0,-0.01,664.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-978 b,Confirmed,0.37,0.267,49.6221509,0.102,0.062,Primary Transit,Kepler-978,1.07,1.09,6002.0,-0.01,624.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-979 b,Confirmed,0.37,0.243,8.0880135,0.102,0.062,Primary Transit,Kepler-979,0.87,0.83,5310.0,-0.02,606.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-97 Ab,Confirmed,0.011,0.132,2.58664,0.102,0.062,Primary Transit,Kepler-97 A,0.94,0.98,5779.0,-0.2,405.58,G0V,2014,2025-02-25,Published in a refereed paper
Kepler-97 Ac,Confirmed,1.08,0.219,789.0,0.102,0.062,Radial Velocity,Kepler-97 A,0.94,0.98,5779.0,-0.2,405.58,G0V,2014,2025-02-25,Published in a refereed paper
Kepler-980 b,Confirmed,0.37,0.238,11.55102504,0.102,0.062,Primary Transit,Kepler-980,1.05,1.06,5935.0,0.01,804.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-981 b,Confirmed,0.37,0.206,4.46975774,0.102,0.062,Primary Transit,Kepler-981,0.98,0.96,5718.0,0.01,913.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-982 b,Confirmed,0.37,0.201,15.7738221,0.102,0.062,Primary Transit,Kepler-982,1.16,1.29,6139.0,0.05,702.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-983 Ab,Confirmed,0.37,0.211,60.0855082,0.102,0.062,Primary Transit,Kepler-983 A,1.13,1.08,6052.0,0.12,655.0,F9/G0V,2016,2025-02-25,Announced on a website
Kepler-984 b,Confirmed,0.37,0.189,43.0342272,0.102,0.062,Primary Transit,Kepler-984,0.96,0.93,5610.0,0.04,461.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-985 b,Confirmed,0.37,0.266,116.331901,0.102,0.062,Primary Transit,Kepler-985,0.91,0.85,5434.0,0.0,741.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-986 b,Confirmed,0.37,0.211,56.4349938,0.102,0.062,Primary Transit,Kepler-986,0.96,0.98,5642.0,0.04,563.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-987 b,Confirmed,0.37,0.291,105.3033148,0.102,0.062,Primary Transit,Kepler-987,0.97,0.91,5637.0,0.01,936.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-988 b,Confirmed,0.37,0.185,17.76080053,0.102,0.062,Primary Transit,Kepler-988,0.55,0.53,4005.0,-0.32,248.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-989 b,Confirmed,0.37,0.197,7.96431535,0.102,0.062,Primary Transit,Kepler-989,0.82,0.78,5074.0,0.01,484.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-98 b,Confirmed,0.011,0.178,1.54168,0.102,0.062,Primary Transit,Kepler-98,0.99,1.11,5539.0,0.18,353.87,Unknown,2014,2021-02-05,Published in a refereed paper
Kepler-990 b,Confirmed,0.37,0.232,9.91723428,0.102,0.062,Primary Transit,Kepler-990,1.05,1.08,5948.0,0.01,933.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-990 c,Confirmed,0.37,0.136,0.5700292145,0.102,0.062,Primary Transit,Kepler-990,1.05,1.08,5948.0,0.01,933.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-991 b,Confirmed,0.37,0.227,82.5342519,0.102,0.062,Primary Transit,Kepler-991,0.64,0.61,4392.0,-0.25,370.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-992 b,Confirmed,0.37,0.145,20.16034462,0.102,0.062,Primary Transit,Kepler-992,0.8,0.74,4944.0,-0.04,268.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-993 b,Confirmed,0.37,0.265,22.08557563,0.102,0.062,Primary Transit,Kepler-993,0.57,0.54,3843.0,0.03,298.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-994 b,Confirmed,0.37,0.143,1.15116651,0.102,0.062,Primary Transit,Kepler-994,0.56,0.54,3934.0,-0.13,170.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-995 b,Confirmed,0.37,0.241,28.26731672,0.102,0.062,Primary Transit,Kepler-995,0.83,0.8,5206.0,-0.07,659.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-996 b,Confirmed,0.37,0.177,3.77059058,0.102,0.062,Primary Transit,Kepler-996,1.09,1.14,6014.0,0.03,1098.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-997 b,Confirmed,0.37,0.121,2.70730672,0.102,0.062,Primary Transit,Kepler-997,1.22,1.56,6150.0,0.05,470.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-998 b,Confirmed,0.37,0.207,5.65377733,0.102,0.062,Primary Transit,Kepler-998,1.12,1.18,6058.0,0.07,996.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-999 Ab,Confirmed,0.37,0.2453,5.99185827,0.0681,0.0,Primary Transit,Kepler-999 A,1.29,1.65,6237.0,0.05,568.0,F8IV,2016,2024-08-04,Announced on a website
Kepler-99 Bb,Confirmed,0.0119971,0.16166,4.60358,0.05069,0.0,Primary Transit,Kepler-99 B,0.769,0.745,4774.0,0.21,208.369,K3V,2014,2024-08-04,Published in a refereed paper
Kepler-9 b,Confirmed,0.13655,0.74,19.23891,0.143,0.0609,Primary Transit,Kepler-9,1.02,0.96,5774.0,0.05,614.0,Unknown,2010,2021-02-05,Published in a refereed paper
Kepler-9 c,Confirmed,0.09408,0.721,38.9853,0.227,0.06691,Primary Transit,Kepler-9,1.02,0.96,5774.0,0.05,614.0,Unknown,2010,2021-02-05,Published in a refereed paper
Kepler-9 d,Confirmed,0.016518264,0.146,1.592851,0.0273,0.062,Primary Transit,Kepler-9,1.02,0.96,5774.0,0.05,614.0,Unknown,2010,2021-02-05,Published in a refereed paper
KIC 10255705 b,Confirmed,0.37,0.65,707.3793,1.6,0.0,Primary Transit,KIC 10255705,1.1,2.12,5030.0,-0.13,395.297,Unknown,2013,2020-04-16,Published in a refereed paper
KIC 11152511 b,Confirmed,0.37,0.36,287.363,0.85,0.67,Primary Transit,KIC 11152511,1.01,2.08,5273.0,-0.1,395.297,Unknown,2013,2014-05-21,Published in a refereed paper
KIC 12454613 b,Confirmed,0.37,0.228,736.3819,1.54,0.16,Primary Transit,KIC 12454613,0.87,0.82,5420.0,0.03,395.297,Unknown,2013,2015-09-15,Published in a refereed paper
KIC 3853259 (AB)b,Confirmed,0.37,0.219,325.7,1.06,0.6,Timing,KIC 3853259 (AB),0.736,0.96,4861.0,-0.051,452.176,K2V+K2V,2014,2024-08-12,Published in a refereed paper
KIC 5010054 b,Confirmed,0.37,0.62,904.24,1.86,0.0,Primary Transit,KIC 5010054,1.08,1.66732,5930.0,-0.09,1148.765,F8V,2013,2014-05-27,Published in a refereed paper
KIC 5094412 b,Confirmed,0.37,0.51,276.88,0.78,0.0,Primary Transit,KIC 5094412,0.82,0.8,5313.0,-0.327,395.297,Unknown,2013,2014-05-27,Published in a refereed paper
KIC 5522786 b,Confirmed,0.37,0.11,757.1639,1.98,0.56,Primary Transit,KIC 5522786,1.79,1.3,8719.0,-0.03,395.297,Unknown,2013,2014-05-27,Published in a refereed paper
KIC 5732155 b,Confirmed,0.37,1.14,644.1685,1.52,0.0,Primary Transit,KIC 5732155,1.13,1.99,5755.0,-0.03,395.297,Unknown,2013,2014-05-27,Published in a refereed paper
KIC 6372194 b,Confirmed,0.37,0.74,281.5848,0.78,0.65,Primary Transit,KIC 6372194,0.8,0.75,5233.0,-0.37,395.297,Unknown,2013,2014-05-28,Published in a refereed paper
KIC 7177553 (AB)b,Confirmed,0.37,0.219,529.0,1.61,0.46,Timing,KIC 7177553 (AB),1.043,0.94,5911.0,,195.108,G1V+G3V,2014,2024-08-12,Published in a refereed paper
KIC 7821010 (AB)b,Confirmed,0.37,0.219,991.0,2.65,0.372,Timing,KIC 7821010 (AB),1.309,1.825,6451.75,-0.004,356.837,F5IV-V+F7V,2014,2024-08-12,Published in a refereed paper
KIC 9413313 b,Confirmed,0.37,1.124,440.3984,0.102,0.062,Primary Transit,KIC 9413313,0.95,1.45,5359.0,0.02,395.297,Unknown,2015,2024-10-14,Published in a refereed paper
KIC 9662267 b,Confirmed,0.37,0.34,466.202,1.12,0.11,Primary Transit,KIC 9662267,0.86,0.89,5602.0,-0.03,395.297,Unknown,2013,2014-05-22,Published in a refereed paper
KIC 9704149 b,Confirmed,0.37,0.4,697.0159,1.46,0.29,Primary Transit,KIC 9704149,0.86,0.78,5640.0,-0.16,395.297,Unknown,2013,2014-05-22,Published in a refereed paper
KMT-2016-BLG-0625 b,Confirmed,0.051,0.219,10.924709,1.4,0.062,Microlensing,KMT-2016-BLG-0625,0.95,0.96,5540.0,,395.297,Unknown,2023,2023-03-30,Published in a refereed paper
KMT-2016-BLG-1105 b,Confirmed,0.0073,0.219,10.924709,2.44,0.062,Microlensing,KMT-2016-BLG-1105,0.41,0.96,5540.0,,5080.0,Unknown,2022,2022-10-25,Published in a refereed paper
KMT-2016-BLG-1107 b,Confirmed,3.283,0.219,10.924709,0.342,0.062,Microlensing,KMT-2016-BLG-1107,0.087,0.96,5540.0,,6651.0,Unknown,2018,2018-08-15,Published in a refereed paper
KMT-2016-BLG-1397 b,Confirmed,7.0,0.219,10.924709,5.1,0.062,Microlensing,KMT-2016-BLG-1397,0.45,0.96,5540.0,,6600.0,Unknown,2018,2018-10-26,Published in a refereed paper
KMT-2016-BLG-1751,Confirmed,1.2,0.219,10.924709,1.39,0.062,Microlensing,KMT-2016-BLG-1751,0.95,0.96,5540.0,,395.297,Unknown,2023,2023-11-22,Published in a refereed paper
KMT-2016-BLG-1836L b,Confirmed,2.2,0.219,10.924709,3.5,0.062,Microlensing,KMT-2016-BLG-1836L,0.49,0.96,5540.0,,6982.999999999993,Unknown,2019,2019-08-28,Published in a refereed paper
KMT-2016-BLG-2321 b,Confirmed,3.58,0.219,10.924709,3.58,0.062,Microlensing,KMTNet-2016-BLG-2321,0.73,0.96,5540.0,,3580.0,Unknown,2024,2024-01-11,Published in a refereed paper
KMT-2016-BLG-2364 b,Confirmed,3.93,0.219,10.924709,2.63,0.062,Microlensing,KMT-2016-BLG-2364,0.5,0.96,5540.0,,6440.0,Unknown,2020,2020-08-24,Published in a refereed paper
KMT-2016-BLG-2397 b,Confirmed,2.42,0.219,10.924709,2.83,0.062,Microlensing,KMT-2016-BLG-2397,0.62,0.96,5540.0,,5009.0,Unknown,2020,2020-08-24,Published in a refereed paper
KMT-2016-BLG-2605 b,Confirmed,0.771,0.219,10.924709,0.681,0.062,Microlensing,KMT-2016-BLG-2605,0.064,0.96,5540.0,,6421.0,Unknown,2021,2021-04-19,Published in a refereed paper
KMT-2017-BLG-0165L b,Confirmed,0.107,0.219,10.924709,3.45,0.062,Microlensing,KMT-2017-BLG-0165L,0.76,0.96,5540.0,,4530.0,Unknown,2018,2018-09-26,Published in a refereed paper
KMT-2017-BLG-0428 b,Confirmed,0.01114,0.219,10.924709,1.78,0.062,Microlensing,KMT-2017-BLG-0428,0.34,0.96,5540.0,,5400.0,Unknown,2022,2022-10-25,Published in a refereed paper
KMT-2017-BLG-0673L b,Confirmed,3.67,0.219,10.924709,2.34,0.062,Microlensing,KMT-2017-BLG-0673L,0.63,0.96,5540.0,,5080.0,Unknown,2022,2022-09-02,Published in a refereed paper
KMT-2017-BLG-0849 b,Confirmed,0.02011,0.219,10.924709,2.73,0.062,Microlensing,KMT-2017-BLG-0849,0.19,0.96,5540.0,,6982.999999999993,Unknown,2024,2024-07-03,Published in a refereed paper
KMT-2017-BLG-1003 b,Confirmed,0.01633,0.219,10.924709,1.38,0.062,Microlensing,KMT-2017-BLG-1003,0.32,0.96,5540.0,,6982.999999999993,Unknown,2022,2023-08-28,Published in a refereed paper
KMT-2017-BLG-1038 b,Confirmed,2.4,0.219,10.924709,1.9,0.062,Microlensing,KMT-2017-BLG-1038,0.43,0.96,5540.0,,6100.0,Unknown,2018,2019-03-21,Published in a refereed paper
KMT-2017-BLG-1057 b,Confirmed,0.0739,0.219,10.924709,0.102,0.062,Microlensing,KMT-2017-BLG-1057,0.57,0.96,5540.0,,6500.0,Unknown,2024,2024-07-03,Published in a refereed paper
KMT-2017-BLG-1146 b,Confirmed,0.85,0.219,10.924709,1.7,0.062,Microlensing,KMT-2017-BLG-1146,0.4,0.96,5540.0,,6600.0,Unknown,2018,2019-03-21,Published in a refereed paper
KMT-2017-BLG-1194 b,Confirmed,3.54,0.219,10.924709,1.78,0.062,Microlensing,KMT-2017-BLG-1194,0.41,0.96,5540.0,,4240.0,Unknown,2022,2023-07-14,Published in a refereed paper
KMT-2017-BLG-2197 b,Confirmed,8.84,0.219,10.924709,13.465749999999817,0.062,Microlensing,KMT-2017-BLG-2197,0.36,0.96,5540.0,,6982.999999999993,M3V,2025,2025-05-04,Published in a refereed paper
KMT-2017-BLG-2331 b,Confirmed,0.538,0.219,10.924709,2.16,0.062,Microlensing,KMT-2017-BLG-2331,0.4,0.96,5540.0,,6982.999999999993,Unknown,2024,2024-07-04,Published in a refereed paper
KMT-2017-BLG-2509 b,Confirmed,2.09,0.219,10.924709,2.14,0.062,Microlensing,KMT-2017-BLG-2509,0.46,0.96,5540.0,,6982.999999999993,Unknown,2021,2021-09-16,Published in a refereed paper
KMT-2018-BLG-0029 b,Confirmed,0.02017,0.219,10.924709,3.94,0.062,Microlensing,KMT-2018-BLG-0029,1.06,0.96,5540.0,,2730.0,Unknown,2019,2019-06-27,Published in a refereed paper
KMT-2018-BLG-0030 b,Confirmed,1.45,0.219,10.924709,4.39,0.062,Microlensing,KMT-2018-BLG-0030,0.51,0.96,5540.0,,640.0,Unknown,2022,2022-06-24,Published in a refereed paper
KMT-2018-BLG-0087 b,Confirmed,0.23,0.219,10.924709,0.87,0.062,Microlensing,KMT-2018-BLG-0087,0.1,0.96,5540.0,,6982.999999999993,Unknown,2022,2022-06-24,Published in a refereed paper
KMT-2018-BLG-0247 b,Confirmed,2.11,0.219,10.924709,2.46,0.062,Microlensing,KMT-2018-BLG-0247,0.29,0.96,5540.0,,6760.0,Unknown,2022,2022-06-24,Published in a refereed paper
KMT-2018-BLG-0748 b,Confirmed,0.19,0.219,10.924709,0.62,0.062,Microlensing,KMT-2018-BLG-0748,0.087,0.96,5540.0,,6982.999999999993,Unknown,2020,2020-07-13,Published in a refereed paper
KMT-2018-BLG-1025L b,Confirmed,0.019064,0.219,10.924709,1.305,0.062,Microlensing,KMT-2018-BLG-1025L,0.22,0.96,5540.0,,6700.0,Unknown,2021,2022-03-15,Published in a refereed paper
KMT-2018-BLG-1292L b,Confirmed,4.9,0.219,10.924709,6.8,0.062,Microlensing,KMT-2018-BLG-1292L,1.6,0.96,5540.0,,2920.0,Unknown,2019,2021-01-21,Published in a refereed paper
KMT-2018-BLG-1743 b,Confirmed,0.925,0.219,10.924709,1.74,0.062,Microlensing,KMT-2018-BLG-1743,0.3,0.96,5540.0,,6200.0,Unknown,2021,2021-07-02,Published in a refereed paper
KMT-2018-BLG-1976L b,Confirmed,1.96,0.219,10.924709,2.04,0.062,Microlensing,KMT-2018-BLG-1976L,0.65,0.96,5540.0,,5840.0,Unknown,2021,2021-04-15,Published in a refereed paper
